,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603598.SH,引力传媒,影视音像,20.56,48.36,
1,000716.SZ,黑芝麻,食品,4.92,47.36,
2,000955.SZ,欣龙控股,纺织,8.43,40.19,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
3,002878.SZ,元隆雅图,文教休闲,35.88,40.05,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国银行股份有限公司-华夏经济转型股票型证券投资基金
基本养老保险基金一二零三组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国银行股份有限公司-华夏科技成长股票型证券投资基金
中国工商银行-广发聚富开放式证券投资基金"
4,002291.SZ,星期六,服饰,23.8,40.03,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
5,600053.SH,九鼎投资,多元金融,30.77,39.98,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
6,603366.SH,日出东方,家用电器,6.92,39.92,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
7,603825.SH,华扬联众,互联网,23.42,36.27,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)
上海通怡投资管理有限公司-通怡金牛2号私募证券投资基金"
8,603721.SH,中广天择,影视音像,31.87,35.34,天津天图兴盛股权投资基金合伙企业(有限合伙)
9,603178.SH,圣龙股份,汽车配件,14.47,30.12,
10,002654.SZ,万润科技,互联网,6.12,30.11,
11,600223.SH,鲁商发展,区域地产,9.56,30.07,
12,600678.SH,四川金顶,水泥,7.73,30.06,
13,603608.SH,天创时尚,服饰,9.69,30.03,
14,300787.SZ,海能实业,通信设备,93.35,30.0,
15,300773.SZ,拉卡拉,软件服务,81.98,26.87,"中国银行股份有限公司-华宝动力组合混合型证券投资基金
中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金"
16,603920.SH,世运电路,元器件,23.1,26.57,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金"
