,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300339.SZ,300339,润和软件,软件服务,155.66,7.42,362.51
1,300077.SZ,300077,国民技术,半导体,50.58,4.29,84.54
2,300079.SZ,300079,数码视讯,通信设备,53.4,4.25,111.34
3,300608.SZ,300608,思特奇,软件服务,95.22,3.98,30.35
4,300663.SZ,300663,科蓝软件,软件服务,84.37,3.91,98.87
5,600696.SH,600696,岩石股份,区域地产,31.91,3.8,145.16
6,002346.SZ,002346,柘中股份,电气设备,51.8,3.65,83.15
7,600238.SH,600238,海南椰岛,红黄酒,20.78,3.63,123.35
8,003032.SZ,003032,传智教育,文教休闲,89.99,3.56,14.83
9,300287.SZ,300287,飞利信,软件服务,85.83,3.47,82.15
10,002280.SZ,002280,联络互动,软件服务,6.07,3.38,98.46
11,605186.SH,605186,健麾信息,医疗保健,15.31,3.38,11.8
12,002617.SZ,002617,露笑科技,电气设备,43.36,3.33,181.09
13,600963.SH,600963,岳阳林纸,造纸,16.28,3.27,192.06
14,600704.SH,600704,物产中大,商贸代理,33.73,3.13,455.6
15,300035.SZ,300035,中科电气,电气设备,26.45,3.11,119.92
16,000995.SZ,000995,皇台酒业,白酒,12.1,3.06,60.14
17,603876.SH,603876,鼎胜新材,铝,20.0,3.01,99.39
18,002201.SZ,002201,九鼎新材,玻璃,57.36,3.0,80.32
19,000982.SZ,000982,中银绒业,纺织,68.24,2.97,106.12
20,300458.SZ,300458,全志科技,元器件,26.5,2.81,185.39
21,605369.SH,605369,拱东医疗,医疗保健,16.47,2.78,32.95
22,605339.SH,605339,南侨食品,食品,1.76,2.76,30.81
23,300604.SZ,300604,长川科技,专用机械,16.27,2.72,125.63
24,002679.SZ,002679,福建金森,林业,5.01,2.67,48.45
25,300581.SZ,300581,晨曦航空,航空,55.1,2.66,88.73
26,603893.SH,603893,瑞芯微,半导体,43.71,2.66,262.07
27,603777.SH,603777,来伊份,食品,58.29,2.62,67.82
28,000009.SZ,000009,中国宝安,综合类,57.21,2.61,408.74
29,300708.SZ,300708,聚灿光电,半导体,61.08,2.59,68.42
30,300076.SZ,300076,GQY视讯,IT设备,58.82,2.59,27.87
31,300220.SZ,300220,金运激光,元器件,10.4,2.59,26.02
32,000158.SZ,000158,常山北明,软件服务,29.87,2.58,190.86
33,300831.SZ,300831,派瑞股份,元器件,22.21,2.55,29.94
34,300649.SZ,300649,杭州园林,建筑工程,51.97,2.51,21.69
35,300613.SZ,300613,富瀚微,半导体,31.5,2.49,151.51
36,300811.SZ,300811,铂科新材,元器件,46.56,2.48,28.79
37,300223.SZ,300223,北京君正,半导体,14.22,2.46,322.81
38,300598.SZ,300598,诚迈科技,软件服务,36.11,2.42,128.25
39,300264.SZ,300264,佳创视讯,通信设备,58.59,2.4,27.72
40,300268.SZ,300268,佳沃股份,农业综合,2.35,2.4,22.13
41,300096.SZ,300096,易联众,软件服务,2.85,2.38,43.49
42,600171.SH,600171,上海贝岭,半导体,34.43,2.34,188.54
43,300069.SZ,300069,金利华电,电气设备,16.85,2.34,23.69
44,300390.SZ,300390,天华超净,元器件,6.66,2.33,174.38
45,300624.SZ,300624,万兴科技,软件服务,33.11,2.33,73.03
46,002269.SZ,002269,美邦服饰,服饰,11.36,2.31,110.8
47,300537.SZ,300537,广信材料,染料涂料,16.98,2.31,23.58
48,605337.SH,605337,李子园,乳制品,26.41,2.28,36.85
49,002341.SZ,002341,新纶科技,化工原料,11.16,2.27,45.73
50,300680.SZ,300680,隆盛科技,汽车配件,24.55,2.24,35.18
51,300352.SZ,300352,北信源,软件服务,36.11,2.24,86.75
52,002326.SZ,002326,永太科技,化工原料,18.23,2.24,107.35
53,300319.SZ,300319,麦捷科技,元器件,34.84,2.23,78.49
54,300727.SZ,300727,润禾材料,化工原料,37.34,2.22,38.78
