code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
002156,通富微电,-4.969,13.61,0.025,-67.62809,
002148,北纬科技,-2.55,10.396,0.021,-26.5098,
300322,硕贝德,-1.273,9.141,0.028,-11.636493,
600584,长电科技,-4.886,9.007,0.027,-44.008202,
002840,华统股份,-0.711,8.612,0.027,-6.123132,
600588,用友网络,-0.54,8.358,0.026,-4.51332,
600100,同方股份,-3.543,8.343,0.025,-29.559249,
600577,XD精达股,-5.03,8.037,0.02,-40.42611000000001,
300053,欧比特,-5.068,8.0,0.027,-40.544,
600276,恒瑞医药,-4.597,7.811,0.02,-35.907167,
600677,航天通信,-1.063,7.775,0.029,-8.264825,
300303,聚飞光电,-2.211,7.741,0.022,-17.115350999999997,
300079,数码科技,-3.901,7.661,0.024,-29.885560999999996,
002405,四维图新,-1.813,7.495,0.024,-13.588435,
600566,济川药业,-2.751,7.381,0.026,-20.305131,
300285,国瓷材料,-1.052,7.35,0.026,-7.7322,
300481,濮阳惠成,-3.463,7.347,0.027,-25.442661,
002065,东华软件,-1.941,7.221,0.022,-14.015961,
300222,科大智能,-1.187,7.14,0.029,-8.47518,
002792,通宇通讯,-2.407,7.13,0.021,-17.16191,
002467,二六三,-3.511,7.066,0.029,-24.808726,
600330,天通股份,-3.689,7.005,0.025,-25.841445,
600146,商赢环球,-3.45,6.996,0.021,-24.136200000000002,
002298,中电鑫龙,-1.6,6.855,0.028,-10.968000000000002,
300429,强力新材,-2.815,6.637,0.029,-18.683155,
300020,银江股份,-4.344,6.564,0.027,-28.514016,
300227,光韵达,-1.047,6.564,0.029,-6.872508,
300386,飞天诚信,-6.253,6.483,0.026,-40.538199,
000858,五 粮 液,-6.027,6.423,0.028,-38.711421,
002158,汉钟精机,-3.004,6.387,0.029,-19.186548,
600132,重庆啤酒,-2.213,6.363,0.013,-14.081319,
002463,沪电股份,-2.011,6.193,0.025,-12.454123,
000860,顺鑫农业,-2.271,6.158,0.02,-13.984818,
002021,中捷资源,-3.74,6.096,0.027,-22.79904,
000066,中国长城,-0.444,5.964,0.029,-2.648016,
000821,京山轻机,-1.844,5.932,0.021,-10.938608,
002117,东港股份,-4.366,5.884,0.029,-25.689543999999998,
601106,*ST一重,-0.79,5.86,0.021,-4.6294,
002152,广电运通,-3.769,5.851,0.021,-22.052419,
300252,金信诺,-0.727,5.776,0.024,-4.199152,
002123,梦网集团,-7.084,5.765,0.023,-40.839259999999996,
000848,承德露露,-0.927,5.536,0.019,-5.1318719999999995,
300273,和佳股份,-0.105,5.526,0.026,-0.5802299999999999,
002206,海 利 得,-2.326,5.48,0.02,-12.746480000000002,
