,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300343.SZ,联创股份,互联网,9.9548,2.43,
1,603906.SH,龙蟠科技,化工原料,9.9631,11.92,
2,600137.SH,浪莎股份,服饰,9.976,18.3,湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金
3,300488.SZ,恒锋工具,机械基件,9.9821,18.4,正方(杭州)投资管理有限公司-正方星耀一号私募证券投资基金
4,002105.SZ,信隆健康,文教休闲,9.9822,6.17,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金"
5,603353.SH,和顺石油,石油贸易,9.9971,37.41,
6,600960.SH,渤海汽车,汽车配件,10.0575,3.83,"北京东海中矿投资管理有限公司-东海中矿2号私募投资基金
北京忠诚志业资本管理有限公司-旗鱼资本专项1期私募基金"
7,002328.SZ,新朋股份,汽车配件,10.0885,6.22,中央汇金资产管理有限责任公司
8,600146.SH,商赢环球,服饰,10.0939,4.69,
9,300375.SZ,鹏翎股份,汽车配件,10.101,4.36,渤海国际信托股份有限公司-渤海信托·恒利丰221号集合资金信托计划
10,688288.SH,鸿泉物联,汽车配件,11.1383,49.99,中国农业银行股份有限公司-中海消费主题精选混合型证券投资基金
