,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600597.SH,600597,光明乳业,乳制品,11.01,3879.62
1,300745.SZ,300745,欣锐科技,汽车配件,39.52,3033.77
2,600091.SH,600091,ST明科,化工原料,4.65,2939.78
3,600886.SH,600886,国投电力,水力发电,8.85,2874.8
4,300511.SZ,300511,雪榕生物,种植业,9.39,2824.05
5,601668.SH,601668,中国建筑,建筑施工,6.51,2607.42
6,000695.SZ,000695,滨海能源,供气供热,12.3,2388.38
7,300669.SZ,300669,沪宁股份,机械基件,21.7,2226.35
8,600161.SH,600161,天坛生物,生物制药,25.19,2043.76
9,600039.SH,600039,四川路桥,建筑施工,3.95,1753.16
10,601599.SH,601599,鹿港文化,影视音像,3.99,1696.68
11,600917.SH,600917,重庆燃气,供气供热,8.03,1638.11
12,002479.SZ,002479,富春环保,火力发电,5.9,1607.61
13,603787.SH,603787,新日股份,摩托车,13.0,1601.96
14,000423.SZ,000423,东阿阿胶,中成药,49.01,1570.58
15,600168.SH,600168,武汉控股,水务,7.79,1520.43
16,002819.SZ,002819,东方中科,电器仪表,25.28,1497.52
17,002741.SZ,002741,光华科技,化工原料,15.8,1486.53
18,600540.SH,600540,新赛股份,种植业,5.39,1442.79
19,002084.SZ,002084,海鸥住工,家居用品,5.26,1442.03
20,600469.SH,600469,风神股份,汽车配件,5.06,1402.13
21,600644.SH,600644,乐山电力,水力发电,7.65,1376.61
22,603661.SH,603661,恒林股份,家居用品,37.85,1336.02
23,300203.SZ,300203,聚光科技,环境保护,27.51,1331.48
24,000953.SZ,000953,*ST河化,农药化肥,4.8,1325.29
25,603758.SH,603758,秦安股份,汽车配件,7.06,1293.76
26,600984.SH,600984,建设机械,工程机械,7.08,1288.28
27,000919.SZ,000919,金陵药业,化学制药,8.78,1281.46
28,601199.SH,601199,江南水务,水务,4.36,1272.08
29,600725.SH,600725,ST云维,焦炭加工,3.35,1268.05
30,000573.SZ,000573,粤宏远A,区域地产,3.76,1253.3
31,300417.SZ,300417,南华仪器,电器仪表,19.4,1245.85
32,600828.SH,600828,茂业商业,百货,6.39,1241.26
33,603917.SH,603917,合力科技,汽车配件,13.97,1220.28
34,603123.SH,603123,翠微股份,百货,6.85,1215.28
35,300172.SZ,300172,中电环保,环境保护,6.31,1211.98
36,002521.SZ,002521,齐峰新材,造纸,6.44,1210.21
37,600780.SH,600780,通宝能源,火力发电,4.15,1187.49
38,000903.SZ,000903,云内动力,机械基件,3.15,1180.2
39,600966.SH,600966,博汇纸业,造纸,3.71,1174.58
40,300106.SZ,300106,西部牧业,农业综合,6.98,1165.33
41,603855.SH,603855,华荣股份,专用机械,9.54,1161.94
42,002452.SZ,002452,长高集团,电气设备,4.79,1147.39
43,600379.SH,600379,宝光股份,电气设备,9.1,1144.09
44,603022.SH,603022,新通联,广告包装,9.71,1139.37
45,002193.SZ,002193,如意集团,纺织,10.88,1119.63
46,000802.SZ,000802,北京文化,影视音像,13.15,1119.47
47,002644.SZ,002644,佛慈制药,中成药,9.32,1111.83
48,600660.SH,600660,福耀玻璃,汽车配件,26.05,1110.48
49,603728.SH,603728,鸣志电器,电气设备,13.88,1079.61
50,002739.SZ,002739,万达电影,影视音像,22.59,1076.8
51,601727.SH,601727,上海电气,电气设备,6.71,1073.67
52,002301.SZ,002301,齐心集团,文教休闲,11.19,1056.23
53,000505.SZ,000505,京粮控股,食品,6.72,1051.94
54,600510.SH,600510,黑牡丹,全国地产,7.06,1044.41
55,300105.SZ,300105,龙源技术,电器仪表,5.3,1036.88
56,600612.SH,600612,老凤祥,服饰,46.89,1029.06
57,002671.SZ,002671,龙泉股份,其他建材,5.62,1028.55
58,600977.SH,600977,中国电影,影视音像,18.96,1027.98
59,600576.SH,600576,祥源文化,影视音像,5.28,1019.63
60,600851.SH,600851,海欣股份,纺织,9.1,1002.29
61,601669.SH,601669,中国电建,建筑施工,6.0,1001.34
62,601588.SH,601588,北辰实业,区域地产,3.64,996.79
63,000767.SZ,000767,漳泽电力,火力发电,3.11,991.87
64,600027.SH,600027,华电国际,火力发电,4.57,985.11
65,002855.SZ,002855,捷荣技术,塑料,12.73,984.42
66,000524.SZ,000524,岭南控股,酒店餐饮,8.5,983.7
67,601127.SH,601127,小康股份,汽车配件,16.64,976.04
68,600298.SH,600298,安琪酵母,食品,27.45,974.39
69,603311.SH,603311,金海环境,专用机械,12.07,973.99
70,002628.SZ,002628,成都路桥,建筑施工,6.34,970.94
71,000798.SZ,000798,中水渔业,渔业,7.02,967.28
72,603778.SH,603778,乾景园林,建筑施工,5.31,962.79
73,601918.SH,601918,新集能源,煤炭开采,3.57,955.39
74,601717.SH,601717,郑煤机,工程机械,6.6,955.24
75,300093.SZ,300093,金刚玻璃,玻璃,8.07,952.38
76,601607.SH,601607,上海医药,医药商业,21.08,944.77
77,000020.SZ,000020,深华发A,元器件,12.88,943.27
78,600865.SH,600865,百大集团,百货,7.22,943.18
79,600182.SH,600182,S佳通,汽车配件,20.43,940.14
80,002627.SZ,002627,宜昌交运,公共交通,8.15,938.88
81,601007.SH,601007,金陵饭店,酒店餐饮,10.83,930.39
82,000705.SZ,000705,浙江震元,医药商业,8.17,922.92
83,300163.SZ,300163,先锋新材,其他建材,4.25,921.07
84,603900.SH,603900,莱绅通灵,服饰,16.26,920.04
85,002480.SZ,002480,新筑股份,机械基件,5.7,919.32
86,001896.SZ,001896,豫能控股,火力发电,4.18,916.25
87,002516.SZ,002516,旷达科技,纺织,3.5,908.64
88,601368.SH,601368,绿城水务,水务,6.91,907.18
89,000628.SZ,000628,高新发展,园区开发,11.43,904.13
90,000153.SZ,000153,丰原药业,化学制药,7.01,903.4
91,603680.SH,603680,今创集团,运输设备,19.39,902.23
92,600280.SH,600280,中央商场,百货,4.93,898.06
93,603488.SH,603488,展鹏科技,电气设备,9.28,894.73
94,600332.SH,600332,白云山,中成药,41.52,892.93
95,600269.SH,600269,赣粤高速,路桥,4.72,892.81
96,603035.SH,603035,常熟汽饰,汽车配件,14.08,891.91
97,000897.SZ,000897,*ST津滨,区域地产,2.81,885.95
98,000680.SZ,000680,山推股份,工程机械,4.21,885.95
99,300680.SZ,300680,隆盛科技,汽车配件,20.41,883.68
