,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002386.SZ,002386,天原股份,化工原料,56.25,83.91,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中国东方资产管理股份有限公司",4.0
1,300340.SZ,300340,科恒股份,元器件,41.85393258426966,26.47,"深圳创富兆业金融管理有限公司-创富福星一号私募证券投资基金
中央汇金资产管理有限责任公司
深圳创富兆业金融管理有限公司-创富福星二号私募证券投资基金
深圳创富兆业金融管理有限公司-创富福星五号私募证券投资基金",4.0
2,300537.SZ,300537,广信材料,染料涂料,40.536149471974014,21.69,,0.0
3,000993.SZ,000993,闽东电力,水力发电,34.929906542056074,50.79,中央汇金资产管理有限责任公司,1.0
4,300035.SZ,300035,中科电气,电气设备,34.88924050632911,90.03,"中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金",2.0
5,002824.SZ,002824,和胜股份,铝,34.26262626262624,35.74,,0.0
6,002723.SZ,002723,金莱特,家用电器,33.54037267080747,34.43,"中央汇金资产管理有限责任公司
华宝信托有限责任公司-“辉煌”22号单一资金信托",2.0
7,300390.SZ,300390,天华超净,元器件,29.495954980786586,145.67,,0.0
8,300655.SZ,300655,晶瑞股份,化工原料,29.331381161542236,75.64,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
上海聚源聚芯集成电路产业股权投资基金中心(有限合伙)
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金",4.0
9,002759.SZ,002759,天际股份,家用电器,28.91172349369453,110.99,,0.0
10,300207.SZ,300207,欣旺达,元器件,28.793103448275858,420.32,"招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·欣旺达第2期员工持股集合资金信托计划
招商银行股份有限公司-兴全合泰混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划",6.0
11,603906.SH,603906,龙蟠科技,化工原料,28.631090487238975,133.64,"平安基金-中国平安人寿保险股份有限公司-平安人寿-平安基金权益委托投资1号单一资产管理计划
中国工商银行股份有限公司-申万菱信新经济混合型证券投资基金
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金
上海迎水投资管理有限公司-迎水日新8号私募证券投资基金
上海迎水投资管理有限公司-迎水日新9号私募证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",6.0
12,300457.SZ,300457,赢合科技,专用机械,28.15301852958758,93.01,"中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",4.0
13,300438.SZ,300438,鹏辉能源,电气设备,26.440042498984816,71.68,"中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
盈科创新资产管理有限公司",2.0
14,300221.SZ,300221,银禧科技,塑料,24.5469522240527,33.16,,0.0
15,600096.SH,600096,云天化,农药化肥,23.900789177001137,149.59,"中国长城资产管理股份有限公司
全国社保基金一零七组合",2.0
16,300382.SZ,300382,斯莱克,专用机械,23.778501628664483,64.35,"中央汇金资产管理有限责任公司
深圳市恒泰华盛资产管理有限公司-盛世37号私募基金",2.0
17,603876.SH,603876,鼎胜新材,铝,23.728813559322013,69.64,"博时基金-人民人寿-传统普保组合-博时基金-中国人民人寿保险股份有限公司A股混合类组合单一资产管理计划
江苏沿海产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
中国工商银行-南方绩优成长股票型证券投资基金
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金",5.0
18,603396.SH,603396,金辰股份,专用机械,22.192353643966545,43.27,"宁波辽海华商创业投资基金(有限合伙)
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
三和创赢资产管理(深圳)有限公司-三和创赢战略投资1期私募证券投资基金
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合
招商银行股份有限公司-富国清洁能源产业灵活配置混合型证券投资基金
交通银行股份有限公司-汇丰晋信智造先锋股票型证券投资基金",6.0
19,002738.SZ,002738,中矿资源,小金属,20.65184282668291,102.42,"中央汇金资产管理有限责任公司
上海并购股权投资基金合伙企业(有限合伙)
东方富海(芜湖)股权投资基金管理企业(有限合伙)",3.0
20,600110.SH,600110,诺德股份,电气设备,20.624151967435544,102.26,"基本养老保险基金一二零六组合
中国对外经济贸易信托有限公司-鸿道3期
中国建设银行股份有限公司-华夏兴和混合型证券投资基金",3.0
21,000913.SZ,000913,钱江摩托,摩托车,20.315137872819356,96.97,"广发期货有限公司-广发期慧1期资产管理计划
中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
宝城期货-宝城精选三号结构化资产管理计划",5.0
22,002709.SZ,002709,天赐材料,化工原料,19.71905645375034,584.02,"香港中央结算有限公司(陆股通)
全国社保基金一零八组合
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中央汇金资产管理有限责任公司",5.0
23,002091.SZ,002091,江苏国泰,商贸代理,18.323091467738116,121.26,上海绿联君和产业并购股权投资基金合伙企业(有限合伙),1.0
24,300477.SZ,300477,合纵科技,电气设备,18.305084745762713,42.09,,0.0
25,002407.SZ,002407,多氟多,化工原料,18.288251917642317,172.34,"香港中央结算有限公司(陆股通)
北京中证焦桐投资基金(有限合伙)
中证500交易型开放式指数证券投资基金
汇丰晋信沪港深股票型证券投资基金
红土创新基金-银河证券-深圳市创新投资集团有限公司",5.0
26,603026.SH,603026,石大胜华,化工原料,18.188194038573947,204.93,"中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金
全国社保基金一一三组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",5.0
27,600071.SH,600071,凤凰光学,元器件,17.966360856269105,36.64,深圳德海资本管理有限公司-深圳德海国企混改价值1号私募证券投资基金,1.0
28,300919.SZ,300919,中伟股份,化工原料,17.955439056356482,61.69,,0.0
29,300568.SZ,300568,星源材质,化工原料,17.885294917097028,159.99,"财通基金-广东温氏投资有限公司-财通基金玉泉903号单一资产管理计划
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
深圳市远致富海投资管理有限公司-深圳远致富海并购股权投资基金合伙企业(有限合伙)
江苏疌泉毅达融京股权并购投资基金(有限合伙)",5.0
30,002812.SZ,002812,恩捷股份,塑料,17.808219178082197,1049.91,"全国社保基金一一零组合
先进制造产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)",3.0
31,002411.SZ,002411,延安必康,化学制药,17.67241379310345,83.66,,0.0
32,300490.SZ,300490,华自科技,电气设备,17.167798254122204,29.6,"深圳前海昆桐资产管理有限公司-昆桐北冥1号私募证券投资基金
上海含德股权投资基金管理有限公司-含德盛世2号定增投资私募基金
玄元(横琴)股权投资有限公司-玄元横琴3号私募股权投资基金
江苏新华沣裕资本管理有限公司-新华·沣裕1号私募投资基金",4.0
33,300073.SZ,300073,当升科技,矿物制品,16.5637476655335,246.59,"深圳展博投资管理有限公司-展博多策略2号基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-农银汇理新能源主题灵活配置混合型证券投资基金
基本养老保险基金一二零六组合
基本养老保险基金一二零四组合
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金",8.0
34,603659.SH,603659,璞泰来,化工原料,15.87464387464388,631.81,"中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零三组合
全国社保基金一零七组合
招商银行股份有限公司-泓德睿泽混合型证券投资基金",5.0
35,300118.SZ,300118,东方日升,电气设备,15.4471544715447,127.72,"香港中央结算有限公司(陆股通)
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
红塔资产-中信银行-中信信托-中信·宏商金融投资项目1603期
交通银行股份有限公司-平安研究睿选混合型证券投资基金
中央汇金资产管理有限责任公司
交通银行股份有限公司-汇丰晋信智造先锋股票型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国农业银行股份有限公司-平安低碳经济混合型证券投资基金",8.0
36,603799.SH,603799,华友钴业,小金属,15.186676985826232,1163.52,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
37,002580.SZ,002580,圣阳股份,电气设备,14.956521739130446,20.68,,0.0
