,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,688012.SH,中微公司,专用机械,196.01,55.85,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
1,002837.SZ,英维克,专用机械,30.61,49.98,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
2,600327.SH,大东方,汽车服务,5.57,40.29,"全国社保基金五零三组合
上海国际集团资产管理有限公司"
3,603888.SH,新华网,互联网,33.34,40.01,"鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
全国社保基金四一三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
4,000700.SZ,模塑科技,汽车配件,8.39,39.84,
5,603138.SH,海量数据,软件服务,29.63,39.45,"中国建设银行股份有限公司-博时回报灵活配置混合型证券投资基金
中国建设银行股份有限公司-博时特许价值混合型证券投资基金
浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金"
6,300603.SZ,立昂技术,通信设备,30.6,36.75,
7,002291.SZ,星期六,服饰,31.0,35.37,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
8,603608.SH,天创时尚,服饰,11.43,34.89,
9,603839.SH,安正时尚,服饰,18.87,30.06,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
交通银行股份有限公司-长信量化先锋混合型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
易方达资产-广发银行-易方达资产多策略1号资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
10,600114.SH,东睦股份,机械基件,13.38,26.53,"香港中央结算有限公司(陆股通)
宁波旭弘投资管理合伙企业(有限合伙)-旭弘铭远一号私募证券投资基金
全国社保基金一零七组合
创金合信基金-工商银行-鹏华资产管理(深圳)有限公司"
11,603158.SH,腾龙股份,汽车配件,23.21,26.45,中国建设银行-华富竞争力优选混合型证券投资基金
12,000818.SZ,航锦科技,化工原料,24.98,24.65,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
13,603005.SH,晶方科技,半导体,65.69,21.52,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
14,300336.SZ,新文化,影视音像,6.37,20.09,
15,603901.SH,永创智能,专用机械,13.0,20.03,"诺德基金-招商银行-诺德基金千金111号特定客户资产管理计划
诺德基金-招商银行-诺德基金千金134号特定客户资产管理计划
全国社保基金一一三组合"
16,300703.SZ,创源文化,文教休闲,15.72,20.01,
17,002235.SZ,安妮股份,互联网,11.46,20.01,"中欧基金-招商银行-天津珑曜恒达资产管理有限公司
中欧基金-招商银行-中欧增值资产管理计划
上海瑰铄资产管理中心(有限合伙)-瑰铄专户一号私募证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金
中欧基金-招商银行-中欧回报资产管理计划"
18,300598.SZ,诚迈科技,软件服务,205.5,20.0,"上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
