,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
305,000785.SZ,武汉中商,百货,3.0,8.0,4.279,9.9631,224477.766
1928,300547.SZ,川环科技,橡胶,3.0,4.0,7.847,10.0247,139428.6722
1675,300290.SZ,荣科科技,软件服务,2.0,2.0,10.031,9.9861,254344.6813
798,002337.SZ,赛象科技,化工机械,2.0,2.0,9.985,10.0244,264416.8226
2454,600386.SH,北巴传媒,公共交通,2.0,2.0,10.065,10.1299,341913.6
1255,002803.SZ,吉宏股份,广告包装,2.0,3.0,6.714,9.9936,133986.3388
208,000637.SZ,茂化实华,石油加工,2.0,4.0,6.171,10.1075,187645.4231
149,000560.SZ,我爱我家,房产服务,1.0,1.0,9.955,9.9548,626070.9095
3283,603315.SH,福鞍股份,机械基件,1.0,1.0,10.0,10.0,258882.2105
2587,600565.SH,迪马股份,全国地产,1.0,1.0,10.145,10.1449,720107.9903
2432,600361.SH,华联综超,超市连锁,1.0,1.0,10.0,10.0,270983.8226
1961,300582.SZ,英飞特,半导体,1.0,1.0,10.038,10.0383,171434.0497
1515,300129.SZ,泰胜风能,电气设备,1.0,4.0,3.72,10.0,200296.0366
1548,300162.SZ,雷曼股份,元器件,1.0,1.0,10.058,10.058,124648.5716
1504,300118.SZ,东方日升,半导体,1.0,1.0,10.031,10.0309,486651.4442
1384,002943.SZ,宇晶股份,机床制造,1.0,1.0,10.013,10.0129,106300.0
1126,002666.SZ,德联集团,化工原料,1.0,1.0,10.072,10.0719,203212.2089
750,002289.SZ,宇顺电子,元器件,1.0,1.0,10.067,10.0671,170123.9292
664,002202.SZ,金风科技,电气设备,1.0,3.0,6.341,9.9327,3728377.972
3494,603822.SH,嘉澳环保,环境保护,1.0,4.0,3.505,10.0116,115561.645
