,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
637,002175.SZ,东方网络,电器仪表,8.0,8.0,10.044,9.9715,462746.6299
1757,300370.SZ,安控科技,电器仪表,7.0,13.0,6.095,10.0694,452650.5354
817,002356.SZ,赫美集团,其他商业,7.0,9.0,8.025,10.0088,601739.9707
3467,603729.SH,龙韵股份,广告包装,5.0,9.0,6.385,9.9923,265079.92
1027,002567.SZ,唐人神,饲料,4.0,8.0,6.85,10.0156,1064629.0222
1219,002765.SZ,蓝黛传动,汽车配件,4.0,4.0,10.021,10.041,273755.8875
1264,002813.SZ,路畅科技,汽车配件,4.0,7.0,6.648,9.9973,123450.0
1528,300139.SZ,晓程科技,元器件,4.0,7.0,6.88,10.0084,277833.0661
1900,300514.SZ,友讯达,通信设备,3.0,7.0,6.187,10.0116,170704.8
226,000670.SZ,盈方微,元器件,3.0,7.0,7.279,10.0176,375359.9515
562,002100.SZ,天康生物,饲料,3.0,4.0,7.842,9.9668,956661.1739
539,002077.SZ,大港股份,区域地产,3.0,7.0,6.083,10.0156,373796.2967
2243,600131.SH,岷江水电,水力发电,3.0,18.0,8.191,10.0043,1030969.4365
1744,300356.SZ,光一科技,电气设备,2.0,2.0,9.997,9.9624,431463.5582
1748,300360.SZ,炬华科技,电器仪表,2.0,2.0,10.011,10.0,369125.3671
1752,300365.SZ,恒华科技,软件服务,2.0,2.0,10.006,9.9966,699878.7894
1647,300259.SZ,新天科技,电器仪表,2.0,2.0,9.949,9.9762,335387.2575
147,000558.SZ,莱茵体育,文教休闲,2.0,2.0,10.058,9.9744,553974.581
1674,300286.SZ,安科瑞,电器仪表,2.0,2.0,10.01,10.0091,212141.6414
1665,300277.SZ,海联讯,软件服务,2.0,2.0,9.975,9.9509,299279.6094
1997,300617.SZ,安靠智电,电气设备,2.0,2.0,9.994,9.9888,107912.7
1304,002857.SZ,三晖电气,电器仪表,2.0,2.0,10.014,10.0289,75454.345
1202,002746.SZ,仙坛股份,农业综合,2.0,4.0,5.138,10.0,711696.4569
1152,002692.SZ,远程股份,电气设备,2.0,2.0,9.959,9.9174,380584.2348
1006,002546.SZ,新联电子,电气设备,2.0,6.0,4.958,9.9819,472751.2935
1916,300531.SZ,优博讯,软件服务,2.0,2.0,10.006,9.9855,276808.924
2061,300682.SZ,朗新科技,软件服务,2.0,2.0,10.007,10.0138,391482.8861
2027,300648.SZ,星云股份,电器仪表,2.0,2.0,10.006,9.9902,134852.8451
2553,600517.SH,置信电气,电气设备,2.0,2.0,9.997,10.0616,667063.9474
3429,603666.SH,亿嘉和,专用机械,2.0,2.0,10.003,10.0017,160730.1942
3342,603444.SH,吉比特,互联网,2.0,2.0,10.003,10.0022,843773.3838
3336,603396.SH,金辰股份,专用机械,2.0,2.0,10.002,10.0023,152763.2281
3241,603186.SH,华正新材,元器件,2.0,2.0,9.992,9.9721,232502.6705
3134,603000.SH,人民网,互联网,2.0,2.0,10.004,10.0035,3477398.3711
2894,600895.SH,张江高科,园区开发,2.0,2.0,10.005,10.0,3594508.4456
2672,600652.SH,游久游戏,互联网,2.0,2.0,10.013,9.9593,450492.5924
2649,600624.SH,复旦复华,综合类,2.0,2.0,9.985,10.0,564887.4083
2522,600481.SH,双良节能,环境保护,2.0,2.0,10.047,10.0218,818350.383
2046,300667.SZ,必创科技,电器仪表,2.0,4.0,6.463,10.0,225809.4788
2477,600406.SH,国电南瑞,软件服务,2.0,3.0,6.975,9.9856,5849393.4202
2379,600290.SH,华仪电气,电气设备,2.0,2.0,10.015,10.087,481018.9225
2360,600268.SH,国电南自,电气设备,2.0,2.0,10.009,10.0186,376701.1354
2247,600136.SH,当代明诚,影视音像,2.0,9.0,5.029,9.984,617689.8047
2203,600088.SH,中视传媒,影视音像,2.0,8.0,5.801,9.9872,683259.5952
2188,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
2069,300690.SZ,双一科技,电气设备,2.0,8.0,3.804,9.8422,138292.6109
959,002498.SZ,汉缆股份,电气设备,2.0,2.0,10.024,9.8726,1147430.5879
993,002533.SZ,金杯电工,电气设备,2.0,5.0,5.222,10.0346,329354.632
3582,603988.SH,中电电机,电气设备,2.0,2.0,9.941,9.8814,326928.0
841,002380.SZ,科远股份,电气设备,2.0,2.0,10.007,10.0132,239400.5604
552,002090.SZ,金智科技,软件服务,2.0,5.0,4.912,9.9817,555983.8493
236,000682.SZ,东方电子,电气设备,2.0,2.0,9.987,10.0402,535953.3818
800,002339.SZ,积成电子,电气设备,2.0,2.0,10.024,10.0,334047.2091
583,002121.SZ,科陆电子,电器仪表,2.0,2.0,9.995,9.9455,730833.2111
782,002321.SZ,华英农业,农业综合,2.0,3.0,7.562,9.9885,508745.5781
913,002452.SZ,长高集团,电气设备,2.0,2.0,9.996,10.0858,217832.7974
919,002458.SZ,益生股份,农业综合,2.0,2.0,10.009,10.0066,1039890.1792
631,002169.SZ,智光电气,电气设备,2.0,13.0,3.519,10.0,487314.0096
929,002468.SZ,申通快递,仓储物流,2.0,2.0,9.995,10.0089,820482.048
391,000911.SZ,南宁糖业,食品,2.0,2.0,10.008,9.9757,292969.167
525,002063.SZ,远光软件,软件服务,2.0,2.0,9.998,10.0394,851291.1934
477,002015.SZ,霞客环保,化纤,2.0,2.0,10.024,10.0855,258053.2633
451,000990.SZ,诚志股份,化工原料,2.0,2.0,10.02,10.0,584237.8952
2671,600651.SH,飞乐音响,电器仪表,1.0,2.0,7.322,10.0548,593102.4412
2603,600576.SH,祥源文化,影视音像,1.0,2.0,6.626,9.9602,290284.6367
393,000913.SZ,钱江摩托,摩托车,1.0,2.0,6.295,9.9804,509769.406
2692,600677.SH,航天通信,通信设备,1.0,2.0,6.996,10.0346,662120.6567
2768,600756.SH,浪潮软件,软件服务,1.0,1.0,10.0,10.0,1019614.6769
2630,600604.SH,市北高新,园区开发,1.0,2.0,8.804,10.0299,2458902.4168
2628,600602.SH,云赛智联,软件服务,1.0,2.0,6.595,9.9865,842273.7069
2658,600637.SH,东方明珠,影视音像,1.0,2.0,6.687,10.034,4418363.2601
965,002504.SZ,弘高创意,装修装饰,1.0,2.0,8.398,10.0,200641.702
2570,600536.SH,中国软件,软件服务,1.0,7.0,8.554,10.0,2518808.2487
408,000931.SZ,中关村,生物制药,1.0,2.0,7.036,9.9881,649433.7578
416,000948.SZ,南天信息,软件服务,1.0,2.0,8.637,10.0322,421765.6885
2836,600831.SH,广电网络,影视音像,1.0,2.0,8.103,10.0,612226.0919
2507,600460.SH,士兰微,半导体,1.0,7.0,5.255,10.0069,2091426.2127
436,000971.SZ,高升控股,互联网,1.0,1.0,9.982,9.9825,371509.1295
2469,600396.SH,金山股份,火力发电,1.0,2.0,7.361,10.0806,402048.961
2465,600391.SH,航发科技,航空,1.0,2.0,7.118,10.0,562870.5707
2450,600375.SH,华菱星马,汽车整车,1.0,1.0,9.944,9.944,436256.3686
2449,600373.SH,中文传媒,出版业,1.0,2.0,7.835,9.9872,2367300.963
2433,600355.SH,精伦电子,元器件,1.0,2.0,7.575,10.0,265236.0788
444,000981.SZ,银亿股份,汽车配件,1.0,2.0,6.753,9.9738,1078638.2364
2823,600818.SH,中路股份,文教休闲,1.0,2.0,8.471,9.9849,345990.8011
3020,601311.SH,骆驼股份,电气设备,1.0,8.0,7.132,10.026,1433792.2347
2864,600864.SH,哈投股份,证券,1.0,1.0,9.962,9.9622,1376292.7318
3285,603305.SH,旭升股份,汽车配件,1.0,2.0,9.472,9.9914,243058.3516
3574,603976.SH,正川股份,医疗保健,1.0,2.0,6.502,10.0283,74378.4796
