,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300783.SZ,300783,三只松鼠,食品,8.0,45.33,,18.59亿
1,300785.SZ,300785,值得买,互联网,7.0,79.74,,10.63亿
2,300191.SZ,300191,潜能恒信,石油开采,7.0,33.17,"油服, 海工装备, 油气改革, 可燃冰, 页岩气, 天然气, ",68.67亿
3,603236.SH,603236,移远通信,通信设备,6.0,112.08,,24.99亿
4,002201.SZ,002201,九鼎新材,玻璃,5.0,10.77,"玻纤, 壳公司, ",35.72亿
5,300708.SZ,300708,聚灿光电,半导体,4.0,18.91,"国产芯片, LED, ",16.54亿
6,603256.SH,603256,宏和科技,玻璃,3.0,8.49,,7.45亿
7,603936.SH,603936,博敏电子,元器件,2.0,14.31,"PCB板, 业绩预增, ",33.53亿
8,603078.SH,603078,江化微,化工原料,2.0,30.27,"半导体, ",18.84亿
9,300447.SZ,300447,全信股份,电气设备,2.0,13.59,"大飞机, 回购, 军工, 军民融合, 定增破发, ",23.68亿
10,300428.SZ,300428,四通新材,铝,2.0,14.3,"汽车零部件, 雄安新区, 雄安-周边, 资产重组, ",19.74亿
11,300354.SZ,300354,东华测试,电器仪表,2.0,13.81,"华为产业链, 大飞机, 智能仪表, ",10.42亿
12,688010.SH,688010,福光股份,电器仪表,2.0,81.4,,28.85亿
13,002835.SZ,002835,同为股份,元器件,2.0,10.76,"人民币贬值受益, 智慧安防, 人脸识别, ",9.09亿
14,002952.SZ,002952,亚世光电,元器件,2.0,41.62,"次新股, 高送转-填权, ",9.51亿
15,002529.SZ,002529,海源复材,专用机械,2.0,7.85,"碳纤维, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 3D打印, 智能制造, 独角兽, 装修装饰, ",20.41亿
16,688007.SH,688007,光峰科技,元器件,1.0,40.16,,22.97亿
17,601700.SH,601700,风范股份,电气设备,1.0,5.84,"特高压, 高股息, 无人机, 债转股-AMC, 强势人气股, ",66.18亿
18,688066.SH,688066,航天宏图,软件服务,1.0,49.4,,18.6亿
19,688033.SH,688033,天宜上佳,运输设备,1.0,39.01,,16.94亿
20,600071.SH,600071,凤凰光学,元器件,1.0,11.15,"央企改革, 军工研究所, 军工, 智能制造, 智慧安防, ",26.48亿
21,600410.SH,600410,华胜天成,软件服务,1.0,10.75,"阿里巴巴概念股, 国家队重仓, 华为产业链, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",118.11亿
22,600546.SH,600546,山煤国际,煤炭开采,1.0,6.49,"煤炭, 社保重仓, 山西国企改革, ",128.66亿
23,688022.SH,688022,瀚川智能,专用机械,1.0,50.72,,12.39亿
24,688028.SH,688028,沃尔德,专用机械,1.0,70.33,,12.77亿
25,603297.SH,603297,永新光学,电器仪表,1.0,37.13,"无人驾驶, ",10.14亿
26,688015.SH,688015,交控科技,运输设备,1.0,43.2,,14.14亿
27,603318.SH,603318,派思股份,专用机械,1.0,24.94,"天然气, 物联网, 股权转让, 国资入股, 资产重组, ",100.3亿
28,603787.SH,603787,新日股份,摩托车,1.0,21.53,"共享经济, ",15.26亿
29,300788.SZ,300788,中信出版,出版业,1.0,43.56,,20.71亿
30,600069.SH,600069,银鸽投资,造纸,1.0,2.32,"债转股-AMC, 高质押率, 医药, 创新药, 低价股, 造纸, 半导体, ",37.67亿
31,000023.SZ,000023,深天地A,其他建材,1.0,14.39,"粤港澳大湾区, 壳公司, ",19.97亿
32,300786.SZ,300786,国林环保,环境保护,1.0,41.22,,5.5亿
33,300775.SZ,300775,三角防务,航空,1.0,27.81,"军工, ",13.78亿
34,002296.SZ,002296,辉煌科技,通信设备,1.0,7.46,"空铁WiFi, 河南自贸区, 自贸区, 区块链, 高铁轨交, 智慧安防, 壳公司, ",24.15亿
35,002384.SZ,002384,东山精密,通信设备,1.0,15.79,"5G, OLED, MSCI, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, ",183.5亿
36,002388.SZ,002388,新亚制程,元器件,1.0,7.63,"华为产业链, 回购, 供应链金融, 高质押率, ",30.49亿
37,002559.SZ,002559,亚威股份,机床制造,1.0,5.53,"回购, 工业自动化, 燃料电池, 高送转-填权, 智能制造, 工业互联网, 机器人, ",26.19亿
38,002725.SZ,002725,跃岭股份,汽车配件,1.0,11.0,"5G, 汽车零部件, 半导体, 独角兽, ",19.42亿
