,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002679.SZ,002679,福建金森,林业,87.49022673964035,56.53,,0.0
1,600032.SH,600032,浙江新能,新型电力,77.22772277227723,18.62,,0.0
2,600963.SH,600963,岳阳林纸,造纸,65.3277247181326,173.1,,0.0
3,002341.SZ,002341,新纶科技,化工原料,56.36942675159236,46.98,,0.0
4,300614.SZ,300614,百川畅银,环境保护,53.92757660167131,21.02,,0.0
5,600076.SH,600076,康欣新材,其他建材,39.031339031339044,50.47,中信里昂资产管理有限公司-客户资金,1.0
6,000993.SZ,000993,闽东电力,水力发电,34.929906542056074,50.79,九坤投资(北京)有限公司-九坤私享33号私募证券投资基金,1.0
7,601996.SH,601996,丰林集团,家居用品,33.83774160732451,45.48,"深圳悟空投资管理有限公司-悟空蓝海源饶8号私募证券投资基金
香港中央结算有限公司(陆股通)
上海富善投资有限公司-致远CTA十七期私募基金",3.0
8,002591.SZ,002591,恒大高新,化工原料,33.793103448275865,16.69,磐厚蔚然(上海)资产管理有限公司-磐厚蔚然-PHC互联网金融产业投资基金,1.0
9,600321.SH,600321,正源股份,其他建材,32.16080402010051,39.73,,0.0
10,300982.SZ,300982,苏文电能,建筑工程,26.71957671957672,15.94,,0.0
11,600579.SH,600579,克劳斯,化工机械,26.242544731610316,26.0,安信乾盛财富-平安银行-安信乾盛稳定信心专项资产管理计划,1.0
12,003039.SZ,003039,顺控发展,水务,25.56074766355141,33.32,,0.0
13,600103.SH,600103,青山纸业,造纸,24.0,64.33,中信建投基金-中信证券-中信建投基金定增10号资产管理计划,1.0
14,000966.SZ,000966,长源电力,火力发电,23.6889692585895,151.61,,0.0
15,002015.SZ,002015,协鑫能科,新型电力,21.974148061104604,41.59,"中恒泰安资本管理(深圳)有限公司-中恒三和玖玖5期私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
16,601377.SH,601377,兴业证券,证券,21.712907117008463,675.69,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
国泰中证全指证券公司交易型开放式指数证券投资基金",3.0
17,600744.SH,600744,华银电力,火力发电,20.144752714113423,82.43,"创金合信基金-招商银行-湖南轻盐创投定增资产管理计划
成都照月投资管理有限公司-照月潜龙点金一期私募证券投资基金
上海敏绅资产管理有限公司-上海敏绅趋势量化二号私募证券投资基金",3.0
18,300887.SZ,300887,谱尼测试,综合类,18.66028708133971,22.91,"上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
基本养老保险基金一二零四组合
杭州乐信投资管理有限公司-乐信鑫荣私募证券投资基金
中国农业银行股份有限公司-万家创业板2年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧创业板两年定期开放混合型证券投资基金
武汉昭融汇利投资管理有限责任公司-昭融汇利冬雅4号私募基金
上海迎水投资管理有限公司-迎水兴盛9号私募证券投资基金
鹏华基金-光大银行-鹏华基金阳光3号集合资产管理计划
中国工商银行股份有限公司-光大保德信智能汽车主题股票型证券投资基金
上海盘京投资管理中心(有限合伙)-盘京瀛选1号私募证券投资基金",11.0
19,000695.SZ,000695,滨海能源,广告包装,18.406072106261885,13.84,天津仕澜文化资产管理中心(有限合伙),1.0
20,603778.SH,603778,乾景园林,建筑工程,17.59036144578312,24.4,"中国对外经济贸易信托有限公司-外贸信托-汇沣19号(好猫2号)结构化证券投资集合资金信托计划
富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划
北京燕赵汇金国际投资有限责任公司-汇金壹号私募证券投资基金",3.0
21,600917.SH,600917,重庆燃气,供气供热,17.500000000000004,168.2,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
华润资产管理有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-汇丰晋信中小盘低波动策略股票型证券投资基金",5.0
22,000037.SZ,000037,深南电A,火力发电,14.215080346106301,31.31,,0.0
23,002658.SZ,002658,雪迪龙,环境保护,14.146341463414625,38.93,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-信达澳银领先增长混合型证券投资基金",2.0
24,603383.SH,603383,顶点软件,软件服务,13.247108339349612,49.62,,0.0
