,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,300208.SZ,300208,青岛中程,电气设备,7.6,881.31
1,002716.SZ,002716,金贵银业,小金属,7.76,643.19
2,002721.SZ,002721,金一文化,服饰,6.34,623.57
3,002908.SZ,002908,德生科技,元器件,21.31,471.39
4,600936.SH,600936,广西广电,影视音像,4.75,411.06
5,300602.SZ,300602,飞荣达,元器件,24.48,403.56
6,600363.SH,600363,联创光电,元器件,11.21,371.93
7,000603.SZ,000603,盛达矿业,铅锌,10.96,336.93
8,603618.SH,603618,杭电股份,电气设备,7.01,335.79
9,603978.SH,603978,深圳新星,铝,21.76,334.04
10,600807.SH,600807,ST天业,区域地产,4.62,334.01
11,300603.SZ,300603,立昂技术,通信设备,30.7,289.83
12,300731.SZ,300731,科创新源,橡胶,25.8,273.66
13,300352.SZ,300352,北信源,软件服务,6.0,257.32
14,600234.SH,600234,*ST山水,文教休闲,7.87,233.41
15,300736.SZ,300736,百邦科技,通信设备,19.68,230.59
16,002155.SZ,002155,湖南黄金,黄金,9.33,225.27
17,002813.SZ,002813,路畅科技,汽车配件,30.66,220.71
18,300597.SZ,300597,吉大通信,通信设备,15.43,216.17
19,603028.SH,603028,赛福天,钢加工,11.08,209.66
20,002237.SZ,002237,恒邦股份,黄金,12.51,207.54
21,300563.SZ,300563,神宇股份,通信设备,31.3,197.54
22,600067.SH,600067,冠城大通,全国地产,4.95,190.37
23,603890.SH,603890,春秋电子,机械基件,11.07,188.95
24,600305.SH,600305,恒顺醋业,食品,15.9,185.5
25,002463.SZ,002463,沪电股份,元器件,10.15,185.12
26,300205.SZ,300205,天喻信息,元器件,14.1,181.69
27,600547.SH,600547,山东黄金,黄金,35.49,178.65
28,002792.SZ,002792,通宇通讯,通信设备,31.37,173.41
29,002731.SZ,002731,萃华珠宝,服饰,18.71,171.5
30,300678.SZ,300678,中科信息,软件服务,24.36,170.76
31,000506.SZ,000506,中润资源,黄金,4.07,170.62
32,002115.SZ,002115,三维通信,互联网,12.47,170.38
33,300560.SZ,300560,中富通,通信设备,20.24,165.33
34,300299.SZ,300299,富春股份,通信设备,7.34,161.36
35,600769.SH,600769,祥龙电业,建筑施工,5.8,159.65
36,300565.SZ,300565,科信技术,通信设备,15.19,152.16
37,000035.SZ,000035,中国天楹,环境保护,4.7,149.67
38,000426.SZ,000426,兴业矿业,铅锌,5.47,148.68
39,002072.SZ,002072,*ST凯瑞,互联网,5.31,148.14
40,603027.SH,603027,千禾味业,食品,20.6,145.39
41,002479.SZ,002479,富春环保,火力发电,5.69,143.93
42,002881.SZ,002881,美格智能,通信设备,20.22,141.96
43,002719.SZ,002719,麦趣尔,乳制品,11.56,133.49
44,603602.SH,603602,纵横通信,通信设备,22.56,132.21
45,600988.SH,600988,赤峰黄金,黄金,5.87,131.76
46,603317.SH,603317,天味食品,食品,36.74,131.21
47,300711.SZ,300711,广哈通信,通信设备,21.03,130.28
48,601212.SH,601212,白银有色,铜,4.85,129.96
49,601858.SH,601858,中国科传,出版业,12.29,128.87
50,600766.SH,600766,园城黄金,黄金,9.75,127.35
51,600870.SH,600870,ST厦华,家用电器,3.33,124.91
52,002848.SZ,002848,高斯贝尔,通信设备,13.09,124.77
53,000301.SZ,000301,东方盛虹,化纤,5.58,124.18
54,300612.SZ,300612,宣亚国际,广告包装,19.66,121.73
55,603803.SH,603803,瑞斯康达,通信设备,12.7,119.66
56,603085.SH,603085,天成自控,汽车配件,12.31,117.94
57,002395.SZ,002395,双象股份,塑料,23.0,117.44
58,603970.SH,603970,中农立华,其他商业,19.41,116.34
59,601952.SH,601952,苏垦农发,种植业,8.21,114.78
60,002772.SZ,002772,众兴菌业,种植业,9.08,113.52
61,600289.SH,600289,*ST信通,软件服务,2.81,113.46
62,300001.SZ,300001,特锐德,电气设备,19.29,111.79
63,300592.SZ,300592,华凯创意,软件服务,12.02,110.89
64,600845.SH,600845,宝信软件,软件服务,33.13,108.41
65,000839.SZ,000839,中信国安,综合类,4.19,108.26
66,000966.SZ,000966,长源电力,火力发电,5.44,106.87
67,300134.SZ,300134,大富科技,通信设备,15.19,106.16
68,300513.SZ,300513,恒实科技,软件服务,25.74,101.86
69,002916.SZ,002916,深南电路,元器件,83.12,101.8
70,600489.SH,600489,中金黄金,黄金,9.0,99.03
71,300087.SZ,300087,荃银高科,种植业,9.9,98.02
72,000063.SZ,000063,中兴通讯,通信设备,30.28,97.36
73,002822.SZ,002822,中装建设,装修装饰,6.48,96.53
74,603686.SH,603686,龙马环卫,专用机械,13.87,94.59
75,000010.SZ,000010,*ST美丽,建筑施工,3.5,93.53
76,300739.SZ,300739,明阳电路,元器件,18.27,93.52
77,000593.SZ,000593,大通燃气,供气供热,7.12,91.51
78,300399.SZ,300399,京天利,互联网,16.34,90.6
79,002387.SZ,002387,维信诺,元器件,12.63,89.92
80,603322.SH,603322,超讯通信,通信设备,21.2,88.95
81,000785.SZ,000785,武汉中商,百货,10.4,88.78
82,002897.SZ,002897,意华股份,元器件,22.8,88.13
83,600251.SH,600251,冠农股份,农业综合,6.9,87.57
84,300069.SZ,300069,金利华电,电气设备,16.13,86.52
85,002828.SZ,002828,贝肯能源,石油开采,14.14,86.48
86,000970.SZ,000970,中科三环,元器件,12.34,86.39
87,300631.SZ,300631,久吾高科,环境保护,19.06,86.21
88,000968.SZ,000968,蓝焰控股,煤炭开采,12.39,85.57
89,601155.SH,601155,新城控股,区域地产,40.0,85.56
90,600095.SH,600095,哈高科,区域地产,5.39,85.2
91,600598.SH,600598,北大荒,种植业,11.49,85.07
92,603901.SH,603901,永创智能,专用机械,8.26,84.56
93,000998.SZ,000998,隆平高科,种植业,15.44,83.04
94,603083.SH,603083,剑桥科技,通信设备,29.1,82.8
95,002919.SZ,002919,名臣健康,日用化工,26.84,82.23
96,603650.SH,603650,彤程新材,化工原料,23.63,82.03
97,600367.SH,600367,红星发展,化工原料,8.95,77.83
98,002939.SZ,002939,长城证券,证券,13.79,77.77
99,300629.SZ,300629,新劲刚,矿物制品,19.85,76.69
100,300312.SZ,300312,邦讯技术,通信设备,7.38,76.23
101,300698.SZ,300698,万马科技,通信设备,20.39,75.67
102,600498.SH,600498,烽火通信,通信设备,27.75,75.63
103,002860.SZ,002860,星帅尔,电气设备,19.23,75.04
104,300009.SZ,300009,安科生物,生物制药,16.0,74.7
105,002310.SZ,002310,东方园林,建筑施工,5.95,74.67
106,000668.SZ,000668,荣丰控股,区域地产,17.48,74.65
107,000505.SZ,000505,京粮控股,食品,6.94,73.62
108,300414.SZ,300414,中光防雷,元器件,12.37,73.04
109,002570.SZ,002570,贝因美,乳制品,6.51,72.82
110,002871.SZ,002871,伟隆股份,机械基件,21.95,71.56
111,002446.SZ,002446,盛路通信,通信设备,9.93,71.49
112,002217.SZ,002217,合力泰,元器件,5.66,70.9
113,600745.SH,600745,闻泰科技,通信设备,34.85,70.48
114,603018.SH,603018,中设集团,建筑施工,12.83,70.28
115,600853.SH,600853,龙建股份,建筑施工,4.51,69.56
116,002927.SZ,002927,泰永长征,电气设备,32.08,68.93
117,600831.SH,600831,广电网络,影视音像,10.66,68.6
118,002701.SZ,002701,奥瑞金,广告包装,4.5,68.16
119,002866.SZ,002866,传艺科技,电脑设备,11.76,68.13
120,002789.SZ,002789,建艺集团,装修装饰,17.9,67.67
121,300489.SZ,300489,中飞股份,铝,16.34,67.57
122,002058.SZ,002058,威尔泰,电器仪表,13.41,66.61
123,603738.SH,603738,泰晶科技,元器件,15.99,66.44
124,002194.SZ,002194,*ST凡谷,通信设备,15.44,66.23
125,002008.SZ,002008,大族激光,电器仪表,33.79,66.21
126,603607.SH,603607,京华激光,造纸,20.64,65.63
127,300209.SZ,300209,天泽信息,软件服务,13.12,65.53
128,600864.SH,600864,哈投股份,证券,6.76,65.51
129,601137.SH,601137,博威合金,铜,9.18,65.42
130,300555.SZ,300555,路通视信,通信设备,11.16,65.26
131,000883.SZ,000883,湖北能源,火力发电,4.34,64.98
132,002943.SZ,002943,宇晶股份,机床制造,34.28,63.72
133,002428.SZ,002428,云南锗业,小金属,8.74,63.18
134,002636.SZ,002636,金安国纪,元器件,10.25,63.1
135,300279.SZ,300279,和晶科技,元器件,6.03,63.1
136,603559.SH,603559,中通国脉,通信设备,21.0,63.01
137,300401.SZ,300401,花园生物,食品,17.7,62.3
138,000861.SZ,000861,海印股份,房产服务,3.01,62.29
139,600863.SH,600863,内蒙华电,火力发电,3.02,61.85
140,002574.SZ,002574,明牌珠宝,服饰,5.92,61.5
141,600540.SH,600540,新赛股份,种植业,5.26,61.29
142,603666.SH,603666,亿嘉和,专用机械,55.81,61.27
143,000961.SZ,000961,中南建设,建筑施工,8.81,60.75
144,300593.SZ,300593,新雷能,电气设备,22.86,60.71
145,300635.SZ,300635,达安股份,建筑施工,16.02,60.53
146,002104.SZ,002104,恒宝股份,元器件,7.28,60.3
147,002079.SZ,002079,苏州固锝,半导体,7.72,60.28
148,300567.SZ,300567,精测电子,电器仪表,48.05,59.7
149,002369.SZ,002369,卓翼科技,通信设备,8.41,59.51
150,000911.SZ,000911,*ST南糖,食品,6.23,59.34
151,300548.SZ,300548,博创科技,元器件,35.36,58.62
152,603239.SH,603239,浙江仙通,汽车配件,9.6,58.35
153,002056.SZ,002056,横店东磁,元器件,8.14,57.98
154,002297.SZ,002297,博云新材,矿物制品,8.23,57.86
155,600009.SH,600009,上海机场,机场,73.16,57.51
156,002929.SZ,002929,润建股份,通信设备,29.7,57.21
157,002607.SZ,002607,中公教育,文教休闲,12.56,57.1
158,300710.SZ,300710,万隆光电,通信设备,28.69,56.21
159,600892.SH,600892,大晟文化,影视音像,5.88,55.02
160,603218.SH,603218,日月股份,工程机械,17.78,54.94
161,002405.SZ,002405,四维图新,软件服务,23.72,54.92
162,002696.SZ,002696,百洋股份,渔业,6.73,54.91
163,002830.SZ,002830,名雕股份,装修装饰,15.81,54.43
164,002287.SZ,002287,奇正藏药,中成药,29.05,54.27
165,002837.SZ,002837,英维克,专用机械,16.64,53.91
166,600531.SH,600531,豫光金铅,铅锌,5.85,53.78
167,300093.SZ,300093,金刚玻璃,玻璃,7.33,53.73
168,603013.SH,603013,亚普股份,汽车配件,17.7,53.57
169,600525.SH,600525,长园集团,电气设备,6.78,53.55
170,300333.SZ,300333,兆日科技,元器件,11.42,53.51
171,600593.SH,600593,大连圣亚,旅游服务,34.08,53.39
172,000037.SZ,000037,深南电A,火力发电,12.28,53.25
173,300760.SZ,300760,迈瑞医疗,医疗保健,152.0,53.24
174,002378.SZ,002378,章源钨业,小金属,8.53,52.71
175,300136.SZ,300136,信维通信,通信设备,23.0,52.29
176,603789.SH,603789,星光农机,农用机械,13.84,52.25
177,600228.SH,600228,ST昌九,化工原料,7.3,52.16
178,600127.SH,600127,金健米业,农业综合,5.2,52.11
179,600108.SH,600108,亚盛集团,农业综合,3.84,51.81
180,603186.SH,603186,华正新材,元器件,27.65,51.73
181,002475.SZ,002475,立讯精密,元器件,21.61,51.62
182,002945.SZ,002945,华林证券,证券,13.97,51.6
183,002749.SZ,002749,国光股份,农药化肥,11.82,51.47
184,002506.SZ,002506,协鑫集成,电气设备,6.39,51.33
185,600961.SH,600961,株冶集团,铅锌,9.4,51.24
186,300331.SZ,300331,苏大维格,元器件,19.42,50.9
187,002938.SZ,002938,鹏鼎控股,元器件,24.89,50.66
188,000032.SZ,000032,深桑达A,元器件,9.31,50.3
189,300630.SZ,300630,普利制药,化学制药,82.71,49.78
190,603866.SH,603866,桃李面包,食品,41.8,49.75
191,603619.SH,603619,中曼石油,石油开采,18.71,49.42
192,300553.SZ,300553,集智股份,电器仪表,37.03,49.41
193,300658.SZ,300658,延江股份,纺织,13.07,49.14
194,603679.SH,603679,华体科技,电气设备,44.23,49.07
195,002122.SZ,002122,*ST天马,机械基件,2.34,48.35
196,601188.SH,601188,龙江交通,路桥,3.25,48.21
197,600195.SH,600195,中牧股份,饲料,13.19,47.24
198,000428.SZ,000428,华天酒店,酒店餐饮,2.93,47.19
199,603908.SH,603908,牧高笛,纺织,27.98,47.16
200,300692.SZ,300692,中环环保,环境保护,12.55,47.12
201,603228.SH,603228,景旺电子,元器件,36.82,46.9
202,300484.SZ,300484,蓝海华腾,电气设备,10.88,46.75
203,300322.SZ,300322,硕贝德,通信设备,13.74,46.69
204,002597.SZ,002597,金禾实业,化工原料,18.6,46.57
205,600025.SH,600025,华能水电,水力发电,4.08,46.52
206,300748.SZ,300748,金力永磁,元器件,60.13,46.48
207,600206.SH,600206,有研新材,半导体,12.56,46.39
208,603655.SH,603655,朗博科技,汽车配件,18.03,46.29
209,300226.SZ,300226,上海钢联,互联网,69.46,46.29
210,002114.SZ,002114,罗平锌电,铅锌,9.46,46.28
211,603080.SH,603080,新疆火炬,供气供热,18.56,46.14
212,300716.SZ,300716,国立科技,塑料,11.65,46.05
213,300462.SZ,300462,华铭智能,专用机械,15.76,46.03
214,002384.SZ,002384,东山精密,通信设备,13.57,45.81
215,600506.SH,600506,香梨股份,种植业,12.57,45.8
216,600259.SH,600259,广晟有色,小金属,44.22,45.78
217,603288.SH,603288,海天味业,食品,102.97,45.67
218,002123.SZ,002123,梦网集团,互联网,13.0,45.52
219,600011.SH,600011,华能国际,火力发电,6.64,45.43
220,600667.SH,600667,太极实业,半导体,7.58,45.4
221,600837.SH,600837,海通证券,证券,12.74,45.18
222,600605.SH,600605,汇通能源,商贸代理,10.62,45.03
223,601068.SH,601068,中铝国际,建筑施工,7.62,44.92
224,600050.SH,600050,中国联通,电信运营,6.07,44.84
225,000736.SZ,000736,中交地产,全国地产,9.51,44.73
226,300478.SZ,300478,杭州高新,橡胶,15.42,44.7
227,600311.SH,600311,荣华实业,黄金,5.28,44.56
228,002491.SZ,002491,通鼎互联,通信设备,8.02,44.53
229,600048.SH,600048,保利地产,全国地产,12.88,44.46
230,002641.SZ,002641,永高股份,塑料,4.17,44.05
231,603222.SH,603222,济民制药,化学制药,39.27,43.99
232,600389.SH,600389,江山股份,农药化肥,20.03,43.98
233,300632.SZ,300632,光莆股份,半导体,15.16,43.93
234,002313.SZ,002313,日海智能,通信设备,19.67,43.72
235,300587.SZ,300587,天铁股份,橡胶,21.06,43.66
236,600739.SH,600739,辽宁成大,商贸代理,13.26,43.55
237,600497.SH,600497,驰宏锌锗,铅锌,5.11,43.27
238,601111.SH,601111,中国国航,空运,8.73,43.25
239,600770.SH,600770,综艺股份,综合类,6.9,43.16
240,600612.SH,600612,老凤祥,服饰,43.15,42.97
241,002010.SZ,002010,传化智联,仓储物流,7.82,42.82
242,603912.SH,603912,佳力图,专用机械,14.85,42.81
243,601668.SH,601668,中国建筑,建筑施工,5.73,42.61
244,002459.SZ,002459,天业通联,工程机械,12.28,42.58
245,300543.SZ,300543,朗科智能,电气设备,19.45,42.48
246,601633.SH,601633,长城汽车,汽车整车,8.42,42.48
247,000671.SZ,000671,阳光城,区域地产,6.58,42.47
248,002835.SZ,002835,同为股份,元器件,9.82,42.31
249,600886.SH,600886,国投电力,水力发电,8.06,42.29
250,300770.SZ,300770,新媒股份,影视音像,88.99,42.23
251,002167.SZ,002167,东方锆业,小金属,8.28,42.11
252,600317.SH,600317,营口港,港口,2.7,42.0
253,601899.SH,601899,紫金矿业,黄金,3.48,41.95
254,300457.SZ,300457,赢合科技,专用机械,24.74,41.86
255,600725.SH,600725,ST云维,焦炭加工,3.25,41.74
256,300695.SZ,300695,兆丰股份,汽车配件,54.6,41.58
257,002715.SZ,002715,登云股份,汽车配件,17.16,41.26
258,300737.SZ,300737,科顺股份,其他建材,9.58,41.18
259,601088.SH,601088,中国神华,煤炭开采,19.7,41.03
260,603787.SH,603787,新日股份,摩托车,14.97,41.01
261,603333.SH,603333,尚纬股份,电气设备,9.27,40.97
262,603358.SH,603358,华达科技,汽车配件,11.39,40.94
263,002074.SZ,002074,国轩高科,电气设备,14.06,40.86
264,000993.SZ,000993,闽东电力,水力发电,8.58,40.72
265,000665.SZ,000665,湖北广电,影视音像,8.32,40.72
266,300726.SZ,300726,宏达电子,元器件,21.73,40.43
267,600887.SH,600887,伊利股份,乳制品,31.78,40.21
268,000062.SZ,000062,深圳华强,批发业,13.59,40.2
269,601186.SH,601186,中国铁建,建筑施工,9.77,40.19
270,002333.SZ,002333,*ST罗普,铝,4.86,40.15
271,300570.SZ,300570,太辰光,元器件,21.48,40.13
272,600811.SH,600811,东方集团,综合类,3.75,40.09
273,300245.SZ,300245,天玑科技,软件服务,11.04,40.08
274,000791.SZ,000791,甘肃电投,水力发电,4.31,40.06
275,300198.SZ,300198,纳川股份,塑料,4.12,39.98
276,600741.SH,600741,华域汽车,汽车配件,19.98,39.93
277,603683.SH,603683,晶华新材,化工原料,13.6,39.89
278,603031.SH,603031,安德利,百货,12.99,39.68
279,600538.SH,600538,国发股份,医药商业,5.58,39.57
280,601939.SH,601939,建设银行,银行,7.22,39.57
281,300504.SZ,300504,天邑股份,通信设备,24.96,39.4
282,600694.SH,600694,大商股份,百货,28.08,39.15
283,002808.SZ,002808,恒久科技,元器件,13.3,39.15
284,002547.SZ,002547,春兴精工,通信设备,12.21,39.14
285,000601.SZ,000601,韶能股份,水力发电,4.42,39.07
286,300046.SZ,300046,台基股份,半导体,20.27,38.98
287,600000.SH,600000,浦发银行,银行,11.79,38.94
288,300576.SZ,300576,容大感光,染料涂料,17.01,38.88
289,600187.SH,600187,国中水务,水务,2.81,38.68
290,600201.SH,600201,生物股份,生物制药,15.29,38.6
291,601069.SH,601069,西部黄金,黄金,15.05,38.55
292,002281.SZ,002281,光迅科技,通信设备,26.58,38.5
293,300608.SZ,300608,思特奇,软件服务,24.12,38.42
294,603566.SH,603566,普莱柯,生物制药,12.5,38.35
295,002315.SZ,002315,焦点科技,互联网,16.9,38.35
296,600603.SH,600603,广汇物流,仓储物流,4.44,37.94
297,002889.SZ,002889,东方嘉盛,仓储物流,23.85,37.87
298,300390.SZ,300390,天华超净,元器件,6.09,37.69
299,603920.SH,603920,世运电路,元器件,14.0,37.68
300,002857.SZ,002857,三晖电气,电器仪表,13.56,37.66
301,300357.SZ,300357,我武生物,生物制药,33.77,37.62
302,300191.SZ,300191,潜能恒信,石油开采,18.58,37.62
303,600522.SH,600522,中天科技,通信设备,9.17,37.47
304,002130.SZ,002130,沃尔核材,电气设备,5.2,37.43
305,600298.SH,600298,安琪酵母,食品,30.62,37.4
306,300580.SZ,300580,贝斯特,汽车配件,15.42,37.3
307,603043.SH,603043,广州酒家,食品,29.44,37.25
308,603515.SH,603515,欧普照明,电气设备,32.61,37.22
309,601200.SH,601200,上海环境,环境保护,10.8,37.12
310,600698.SH,600698,*ST天雁,汽车配件,2.63,37.12
311,600167.SH,600167,联美控股,供气供热,9.59,37.05
312,300366.SZ,300366,创意信息,软件服务,11.03,36.92
