,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300783.SZ,300783,三只松鼠,食品,10.0,54.85,,22.49亿
1,300785.SZ,300785,值得买,互联网,9.0,96.48,,12.86亿
2,603256.SH,603256,宏和科技,玻璃,5.0,10.27,,9.02亿
3,300786.SZ,300786,国林环保,环境保护,3.0,49.87,,6.66亿
4,002559.SZ,002559,亚威股份,机床制造,3.0,6.69,"回购, 工业自动化, 燃料电池, 高送转-填权, 智能制造, 工业互联网, 机器人, ",31.69亿
5,002903.SZ,002903,宇环数控,机床制造,2.0,15.25,"工业自动化, 小米概念股, 智能制造, 机器人, ",10.06亿
6,300108.SZ,300108,吉药控股,中成药,2.0,6.53,"医药商业, 兜底式增持, 医药, 中药, 创新药, 股权转让, 资产重组, ",29.72亿
7,603648.SH,603648,畅联股份,仓储物流,2.0,14.81,"智慧物流, 智能制造, 上海国企改革, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, ",40.46亿
8,603918.SH,603918,金桥信息,软件服务,1.0,11.31,,26.04亿
9,603843.SH,603843,正平股份,建筑施工,1.0,6.02,"有色金属, 大基建, 环保, 污水处理, ",16.25亿
10,603823.SH,603823,百合花,染料涂料,1.0,21.04,"染料, ",14.8亿
11,600882.SH,600882,妙可蓝多,乳制品,1.0,12.17,"回购, 食品, 乳业（奶粉）, ",49.41亿
12,603586.SH,603586,金麒麟,汽车配件,1.0,16.72,"回购, 汽车零部件, 高铁轨交, ",15.8亿
13,603983.SH,603983,丸美股份,日用化工,1.0,32.54,,13.34亿
14,603168.SH,603168,莎普爱思,化学制药,1.0,8.16,"医药, 化学药, 眼科, 股权转让, ",24.26亿
15,601208.SH,601208,东材科技,化工原料,1.0,4.96,"OLED, 回购, 光伏, ",31.08亿
16,603727.SH,603727,博迈科,石油开采,1.0,21.12,"油服, 海工装备, 回购, 页岩气, 天然气, ",20.04亿
17,000037.SZ,000037,深南电A,火力发电,1.0,13.43,"火电, 电改, ",45.51亿
18,600651.SH,600651,飞乐音响,电器仪表,1.0,3.48,"上海国企改革, 智慧城市, LED, 强势人气股, ",34.29亿
19,002141.SZ,002141,贤丰控股,元器件,1.0,3.82,"粤港澳大湾区, 供应链金融, 锂电池, 新能源汽车, 独角兽, ",24.32亿
20,300736.SZ,300736,百邦科技,通信设备,1.0,12.69,"高送转, 苹果产业链, 国资入股, ",10.15亿
21,300585.SZ,300585,奥联电子,汽车配件,1.0,16.6,"汽车零部件, ",13.75亿
22,300424.SZ,300424,航新科技,航空,1.0,18.84,"大飞机, 通用航空, 军工, 军民融合, 股权转让, ",29.72亿
23,300267.SZ,300267,尔康制药,化学制药,1.0,5.5,"高质押率, 医药, 化学药, 工业大麻, ",74.65亿
24,300083.SZ,300083,劲胜智能,元器件,1.0,2.97,"小米概念股, 无线充电, 3D玻璃, 股权转让, VR&AR, 创投, ",37.15亿
25,002855.SZ,002855,捷荣技术,塑料,1.0,10.93,"华为产业链, ",9.12亿
26,002669.SZ,002669,康达新材,化工原料,1.0,14.86,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, ",34.76亿
27,002660.SZ,002660,茂硕电源,电气设备,1.0,8.61,"光伏, 新能源汽车, LED, 充电桩, ",17.69亿
28,002562.SZ,002562,兄弟科技,化学制药,1.0,4.86,"回购, 维生素, ",26.2亿
29,603999.SH,603999,读者传媒,出版业,1.0,5.48,"知识产权, ",31.56亿
