,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003039.SZ,003039,顺控发展,水务,61.074836765444495,10.0172,19.88,,0.0
1,603778.SH,603778,乾景园林,建筑工程,52.47058823529414,10.017,32.4,"富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划
北京燕赵汇金国际投资有限责任公司-汇金壹号私募证券投资基金",2.0
2,000606.SZ,000606,顺利办,互联网,50.0,10.1064,29.28,,0.0
3,003040.SZ,003040,楚天龙,元器件,46.61654135338345,10.0451,7.64,,0.0
4,605286.SH,605286,同力日升,运输设备,46.40883977900554,9.9965,13.36,,0.0
5,605389.SH,605389,长龄液压,机械基件,46.404652802255896,9.9974,20.21,,0.0
6,603919.SH,603919,金徽酒,白酒,44.880091358964606,10.0,186.99,,0.0
7,002658.SZ,002658,雪迪龙,环境保护,43.235704323570424,9.9572,31.45,,0.0
8,600956.SH,600956,新天绿能,供气供热,40.1630988786952,10.0,18.53,,0.0
9,600917.SH,600917,重庆燃气,供气供热,38.43971631205674,10.0338,151.87,,0.0
10,605303.SH,605303,园林股份,建筑工程,37.73976153447383,10.0207,10.71,,0.0
11,603603.SH,603603,博天环境,环境保护,32.67148014440433,-3.6697,18.84,,0.0
12,300859.SZ,300859,西域旅游,旅游服务,32.40901213171576,13.0847,14.8,,0.0
13,300105.SZ,300105,龙源技术,电器仪表,31.90578158458244,20.078,31.61,,0.0
14,000027.SZ,000027,深圳能源,火力发电,31.818181818181813,9.98,524.26,,0.0
15,300941.SZ,300941,创识科技,软件服务,30.852586383152737,9.589,20.71,,0.0
16,300465.SZ,300465,高伟达,软件服务,30.715123094958983,2.4816,49.81,,0.0
17,300537.SZ,300537,广信材料,染料涂料,30.68651778329199,0.6369,19.81,,0.0
18,002177.SZ,002177,御银股份,IT设备,29.959514170040478,3.8835,48.87,,0.0
19,600365.SH,600365,ST通葡,红黄酒,27.727272727272712,4.8507,11.24,,0.0
20,000980.SZ,000980,*ST众泰,汽车配件,27.61904761904761,4.9608,50.09,,0.0
21,000966.SZ,000966,长源电力,火力发电,27.09984152139462,4.8366,88.88,,0.0
22,002315.SZ,002315,焦点科技,互联网,26.281705342687523,4.698,42.18,,0.0
