,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,301004.SZ,301004,N嘉益,家居用品,-5.77,99.76,6.89
1,301012.SZ,301012,C扬电,电气设备,-10.12,79.83,7.09
2,301019.SZ,301019,宁波色母,塑料,-4.37,47.9,11.08
3,301007.SZ,301007,德迈仕,汽车配件,-1.93,43.49,7.38
4,301011.SZ,301011,华立科技,文教休闲,1.24,34.09,8.61
5,301010.SZ,301010,晶雪节能,其他建材,-0.28,33.65,6.3
6,300998.SZ,300998,宁波方正,汽车配件,-1.45,32.39,7.27
7,301002.SZ,301002,崧盛股份,电气设备,17.77,26.9,18.34
8,300997.SZ,300997,欢乐家,软饮料,2.68,25.51,16.53
9,601528.SH,601528,N瑞丰,银行,21.04,21.34,21.36
10,001208.SZ,001208,华菱线缆,电气设备,33.14,18.48,9.39
11,001207.SZ,001207,联科科技,化工原料,46.47,16.81,13.7
12,301009.SZ,301009,可靠股份,造纸,34.12,15.48,20.11
13,300996.SZ,300996,普联软件,软件服务,-0.4,11.95,11.48
14,601665.SH,601665,齐鲁银行,银行,30.44,9.25,46.13
15,603529.SH,603529,爱玛科技,摩托车,38.11,8.2,39.62
16,300984.SZ,300984,金沃股份,机械基件,-2.1,8.12,5.64
17,600905.SH,600905,三峡能源,新型电力,34.95,8.05,464.22
18,301006.SZ,301006,迈拓股份,电器仪表,-1.6,7.43,9.96
19,605499.SH,605499,东鹏饮料,软饮料,16.69,6.35,107.39
20,300339.SZ,300339,润和软件,软件服务,68.54,5.7,317.77
21,301008.SZ,301008,宏昌科技,电气设备,-1.95,4.68,8.13
22,603876.SH,603876,鼎胜新材,铝,44.53,4.06,139.89
23,002772.SZ,002772,众兴菌业,种植业,93.4,3.84,42.14
24,605319.SH,605319,无锡振华,汽车配件,-3.52,3.78,9.18
25,601156.SH,601156,东航物流,空运,0.5,3.75,38.43
26,300581.SZ,300581,晨曦航空,航空,36.72,3.63,112.01
27,300671.SZ,300671,富满电子,半导体,61.42,3.49,224.83
28,605259.SH,605259,绿田机械,农用机械,-2.7,3.48,7.94
29,300608.SZ,300608,思特奇,软件服务,-3.49,3.4,29.29
30,600032.SH,600032,浙江新能,新型电力,12.98,3.14,27.16
31,000009.SZ,000009,中国宝安,综合类,31.64,3.1,469.21
32,600375.SH,600375,汉马科技,汽车整车,80.53,2.99,68.52
33,000982.SZ,000982,中银绒业,纺织,20.98,2.97,105.69
34,600771.SH,600771,广誉远,中成药,66.77,2.95,180.02
35,000422.SZ,000422,湖北宜化,农药化肥,21.46,2.91,79.28
36,002346.SZ,002346,柘中股份,电气设备,-0.17,2.89,68.67
37,300663.SZ,300663,科蓝软件,软件服务,-2.36,2.87,91.47
38,300613.SZ,300613,富瀚微,半导体,39.43,2.79,169.13
39,600171.SH,600171,上海贝岭,半导体,35.16,2.79,210.96
40,003032.SZ,003032,传智教育,文教休闲,1.84,2.76,13.13
41,605080.SH,605080,浙江自然,纺织,28.63,2.75,16.03
42,600696.SH,600696,岩石股份,区域地产,25.54,2.75,150.58
43,605117.SH,605117,德业股份,家用电器,53.3,2.73,56.0
44,603098.SH,603098,森特股份,装修装饰,58.57,2.71,215.3
45,301005.SZ,301005,超捷股份,汽车配件,9.51,2.66,7.35
46,300827.SZ,300827,上能电气,电气设备,73.28,2.6,27.35
47,300218.SZ,300218,安利股份,塑料,59.26,2.57,33.48
48,300393.SZ,300393,中来股份,塑料,43.25,2.56,80.32
49,300350.SZ,300350,华鹏飞,仓储物流,48.47,2.5,41.04
50,300458.SZ,300458,全志科技,元器件,39.5,2.47,213.24
51,603595.SH,603595,东尼电子,元器件,42.14,2.47,42.77
52,300500.SZ,300500,启迪设计,建筑工程,51.37,2.44,28.36
53,300727.SZ,300727,润禾材料,化工原料,37.69,2.43,42.38
54,300409.SZ,300409,道氏技术,陶瓷,49.53,2.39,73.21
55,000949.SZ,000949,新乡化纤,化纤,26.67,2.36,105.1
56,300220.SZ,300220,金运激光,元器件,1.04,2.35,26.29
57,300526.SZ,300526,中潜股份,专用机械,47.45,2.34,74.26
58,002812.SZ,002812,恩捷股份,塑料,35.72,2.33,1403.52
59,605299.SH,605299,舒华体育,文教休闲,50.57,2.32,11.18
60,603893.SH,603893,瑞芯微,半导体,4.49,2.29,263.35
61,002326.SZ,002326,永太科技,化工原料,19.15,2.27,121.75
62,603026.SH,603026,石大胜华,化工原料,35.83,2.27,299.8
63,300077.SZ,300077,国民技术,半导体,9.87,2.25,84.32
64,300842.SZ,300842,帝科股份,半导体,45.25,2.23,48.28
65,300345.SZ,300345,华民股份,钢加工,2.03,2.21,24.45
66,300977.SZ,300977,深圳瑞捷,建筑工程,59.73,2.2,12.83
67,002892.SZ,002892,科力尔,电气设备,25.33,2.16,25.73
68,300354.SZ,300354,东华测试,电器仪表,27.74,2.14,14.53
69,300184.SZ,300184,力源信息,元器件,22.85,2.01,61.77
70,300158.SZ,300158,振东制药,化学制药,43.99,2.0,81.14
71,002371.SZ,002371,北方华创,半导体,19.6,1.97,1258.24
72,300505.SZ,300505,川金诺,化工原料,24.03,1.97,16.65
73,300479.SZ,300479,神思电子,软件服务,38.99,1.94,28.59
74,300430.SZ,300430,诚益通,电器仪表,42.65,1.93,32.62
75,300604.SZ,300604,长川科技,专用机械,14.86,1.92,135.59
76,002201.SZ,002201,九鼎新材,玻璃,12.45,1.92,74.66
77,300117.SZ,300117,嘉寓股份,装修装饰,37.96,1.91,34.91
78,002767.SZ,002767,先锋电子,电器仪表,19.16,1.89,19.13
79,300811.SZ,300811,铂科新材,元器件,15.91,1.87,26.3
80,300708.SZ,300708,聚灿光电,半导体,12.6,1.87,59.4
81,002617.SZ,002617,露笑科技,电气设备,12.65,1.87,168.63
82,002218.SZ,002218,拓日新能,电气设备,46.84,1.87,76.23
83,600460.SH,600460,士兰微,半导体,33.17,1.86,739.35
84,300672.SZ,300672,国科微,半导体,54.47,1.85,189.86
85,601117.SH,601117,中国化学,建筑工程,16.33,1.84,428.68
86,002198.SZ,002198,嘉应制药,中成药,10.58,1.84,47.76
87,603958.SH,603958,哈森股份,服饰,35.8,1.84,19.54
88,002594.SZ,002594,比亚迪,汽车整车,20.05,1.84,2902.8
89,603938.SH,603938,三孚股份,化工原料,39.71,1.82,62.92
90,300763.SZ,300763,锦浪科技,电气设备,40.41,1.81,189.71
91,300076.SZ,300076,GQY视讯,IT设备,-1.29,1.79,23.32
92,603283.SH,603283,赛腾股份,专用机械,8.16,1.76,53.14
93,300460.SZ,300460,惠伦晶体,元器件,29.38,1.75,54.99
94,002516.SZ,002516,旷达科技,纺织,25.55,1.75,49.17
95,600586.SH,600586,金晶科技,玻璃,43.21,1.74,134.59
96,300820.SZ,300820,英杰电气,电气设备,46.94,1.73,16.63
97,300405.SZ,300405,科隆股份,化工原料,28.39,1.72,15.57
98,300706.SZ,300706,阿石创,元器件,23.22,1.72,23.26
99,600060.SH,600060,海信视像,家用电器,34.23,1.72,223.23
100,600238.SH,600238,海南椰岛,红黄酒,4.52,1.72,119.26
101,300456.SZ,300456,赛微电子,元器件,8.29,1.71,99.15
102,600203.SH,600203,福日电子,元器件,26.19,1.71,47.29
103,300568.SZ,300568,星源材质,化工原料,52.65,1.7,243.6
104,002459.SZ,002459,晶澳科技,电气设备,31.14,1.7,300.03
105,002119.SZ,002119,康强电子,半导体,35.95,1.7,57.96
106,300598.SZ,300598,诚迈科技,软件服务,1.94,1.7,130.73
107,300287.SZ,300287,飞利信,软件服务,-1.47,1.69,62.31
108,603069.SH,603069,海汽集团,公路,10.12,1.69,71.86
109,002530.SZ,002530,金财互联,软件服务,18.58,1.69,62.61
110,603733.SH,603733,仙鹤股份,造纸,24.01,1.69,261.77
111,300219.SZ,300219,鸿利智汇,元器件,12.49,1.68,82.54
112,300035.SZ,300035,中科电气,电气设备,22.85,1.68,123.03
113,002136.SZ,002136,安纳达,化工原料,8.58,1.68,31.2
114,002759.SZ,002759,天际股份,家用电器,30.31,1.67,147.31
115,300233.SZ,300233,金城医药,化学制药,22.06,1.65,102.69
116,601919.SH,601919,中远海控,水运,17.58,1.65,2519.27
117,300582.SZ,300582,英飞特,半导体,26.35,1.62,43.62
118,603717.SH,603717,天域生态,环境保护,15.44,1.62,34.89
119,300475.SZ,300475,聚隆科技,专用机械,31.96,1.62,76.75
120,300118.SZ,300118,东方日升,电气设备,36.23,1.61,173.14
121,300484.SZ,300484,蓝海华腾,电气设备,15.77,1.61,21.69
122,300305.SZ,300305,裕兴股份,塑料,36.74,1.6,34.54
123,300373.SZ,300373,扬杰科技,半导体,31.91,1.58,283.26
124,300490.SZ,300490,华自科技,电气设备,53.35,1.58,41.2
125,603777.SH,603777,来伊份,食品,2.75,1.57,57.75
126,002614.SZ,002614,奥佳华,医疗保健,27.35,1.55,103.05
127,600354.SH,600354,敦煌种业,种植业,13.97,1.53,32.72
128,601126.SH,601126,四方股份,电气设备,27.36,1.53,72.29
129,002335.SZ,002335,科华数据,电气设备,39.31,1.53,89.89
130,300266.SZ,300266,兴源环境,环境保护,4.8,1.53,60.85
131,601865.SH,601865,福莱特,玻璃,34.29,1.52,179.12
132,300649.SZ,300649,杭州园林,建筑工程,4.0,1.52,19.04
133,002685.SZ,002685,华东重机,工程机械,18.45,1.52,38.11
134,300746.SZ,300746,汉嘉设计,建筑工程,28.43,1.52,26.67
135,601566.SH,601566,九牧王,服饰,21.73,1.51,81.77
136,300390.SZ,300390,天华超净,元器件,15.9,1.49,189.48
137,300057.SZ,300057,万顺新材,广告包装,25.49,1.49,31.89
138,300319.SZ,300319,麦捷科技,元器件,3.19,1.49,72.43
139,002023.SZ,002023,海特高新,航空,29.89,1.48,98.04
140,300353.SZ,300353,东土科技,通信设备,19.16,1.48,35.59
141,002835.SZ,002835,同为股份,元器件,4.61,1.46,15.95
142,300656.SZ,300656,民德电子,IT设备,16.1,1.46,26.3
143,002245.SZ,002245,蔚蓝锂芯,仓储物流,33.42,1.46,190.31
144,600478.SH,600478,科力远,元器件,28.92,1.46,85.82
145,300160.SZ,300160,秀强股份,玻璃,30.38,1.45,47.09
146,003016.SZ,003016,欣贺股份,服饰,30.21,1.45,17.19
147,300036.SZ,300036,超图软件,软件服务,-0.18,1.45,83.48
148,002154.SZ,002154,报喜鸟,服饰,37.37,1.45,70.59
149,300421.SZ,300421,力星股份,机械基件,31.08,1.45,30.95
150,300046.SZ,300046,台基股份,半导体,28.04,1.45,63.74
151,300615.SZ,300615,欣天科技,元器件,6.11,1.44,12.42
152,002011.SZ,002011,盾安环境,工程机械,17.73,1.44,52.31
153,603396.SH,603396,金辰股份,专用机械,33.47,1.43,54.92
154,600418.SH,600418,江淮汽车,汽车整车,44.0,1.43,236.66
155,002760.SZ,002760,凤形股份,机械基件,7.73,1.43,18.04
156,600096.SH,600096,云天化,农药化肥,5.35,1.43,184.98
157,002881.SZ,002881,美格智能,通信设备,-1.28,1.43,29.09
158,300480.SZ,300480,光力科技,专用机械,12.07,1.43,40.52
159,603650.SH,603650,彤程新材,化工原料,19.92,1.42,280.75
160,300055.SZ,300055,万邦达,环境保护,3.03,1.42,79.15
161,300182.SZ,300182,捷成股份,影视音像,18.12,1.42,101.26
162,605098.SH,605098,行动教育,文教休闲,30.17,1.42,11.9
163,600699.SH,600699,均胜电子,汽车配件,42.59,1.4,317.4
164,300616.SZ,300616,尚品宅配,家居用品,26.75,1.4,120.3
165,002895.SZ,002895,川恒股份,化工原料,17.29,1.39,66.28
166,603223.SH,603223,恒通股份,供气供热,2.64,1.38,84.05
