,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688690.SH,688690,N纳微,化工原料,110.88,1.0,129.0,229.0,39.43,,0.0
1,688216.SH,688216,N气派,半导体,72.12,1.0,39.0,139.0,15.6,,0.0
2,600905.SH,600905,三峡能源,新型电力,7.99,3.0,11.0,111.0,555.26,,0.0
3,603529.SH,603529,爱玛科技,摩托车,71.06,3.0,10.0,110.0,46.19,,0.0
4,601665.SH,601665,齐鲁银行,银行,10.27,3.0,7.0,107.0,47.05,,0.0
5,600696.SH,600696,岩石股份,区域地产,51.66,2.0,4.0,104.0,172.79,"五牛股权投资基金管理有限公司
华宝信托有限责任公司-天高资本20号单一资金信托",2.0
6,600327.SH,600327,大东方,汽车服务,9.71,3.0,4.0,104.0,85.91,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
基本养老保险基金一零零六组合
上海国际集团资产管理有限公司
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
基本养老保险基金一零零五组合
中国银行股份有限公司-易方达中证红利交易型开放式指数证券投资基金",7.0
7,001207.SZ,001207,N联科,化工原料,20.55,1.0,4.0,104.0,9.35,,0.0
8,600375.SH,600375,汉马科技,汽车整车,9.71,3.0,3.0,103.0,53.96,,0.0
9,002772.SZ,002772,众兴菌业,种植业,11.66,3.0,3.0,103.0,29.93,"甘肃资产管理有限公司
安徽省铁路发展基金股份有限公司
安徽中安资本投资基金有限公司",3.0
10,600203.SH,600203,福日电子,元器件,11.12,3.0,3.0,103.0,50.76,平安基金-平安银行-平安大华永智1号特定客户资产管理计划,1.0
11,600032.SH,600032,浙江新能,新型电力,15.59,2.0,2.0,102.0,32.43,,0.0
12,002516.SZ,002516,旷达科技,纺织,5.39,2.0,2.0,102.0,51.37,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金",3.0
13,603098.SH,603098,森特股份,装修装饰,31.6,2.0,2.0,102.0,170.26,"北京匀丰资产管理有限公司-匀丰灵活配置-定制4号私募投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
东方证券股份有限公司-朱雀匠心一年持有期混合型证券投资基金",4.0
14,600699.SH,600699,均胜电子,汽车配件,21.37,2.0,2.0,102.0,292.36,"中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国民生银行股份有限公司-嘉实动力先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-浦发银行-万向信托-万向信托-均胜2号事务管理类单一资金信托
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
浙江浙商产融资产管理有限公司
金鹰基金-浦发银行-万向信托-万向信托-均胜1号事务管理类单一资金信托",7.0
15,002895.SZ,002895,川恒股份,化工原料,14.95,2.0,2.0,102.0,72.33,全国社保基金一一八组合,1.0
16,603722.SH,603722,阿科力,化工原料,48.98,2.0,2.0,102.0,42.62,,0.0
17,600996.SH,600996,贵广网络,影视音像,5.32,2.0,2.0,102.0,55.95,"中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金
贵州省文化产业发展基金(有限合伙)
香港中央结算有限公司(陆股通)",3.0
18,600353.SH,600353,旭光电子,元器件,6.42,2.0,2.0,102.0,34.91,,0.0
19,301012.SZ,301012,C扬电,电气设备,40.98,1.0,51.0,51.0,8.16,,0.0
20,688425.SH,688425,铁建重工,专用机械,7.9,1.0,19.0,19.0,82.87,,0.0
21,688517.SH,688517,金冠电气,电气设备,15.45,1.0,11.0,11.0,4.78,,0.0
22,002767.SZ,002767,先锋电子,电器仪表,18.19,2.0,6.0,6.0,22.75,,0.0
23,002530.SZ,002530,金财互联,软件服务,11.49,2.0,3.0,3.0,73.18,香港中央结算有限公司(陆股通),1.0
24,601567.SH,601567,三星医疗,电器仪表,19.98,2.0,3.0,3.0,277.04,"金鹰基金-浦发银行-金鹰穗通定增136号资产管理计划
上海雷根资产管理有限公司-雷根CTA复合策略3号私募基金
上海雷根资产管理有限公司-雷根添宝全天候三号私募证券投资基金",3.0
25,000982.SZ,000982,中银绒业,纺织,2.96,1.0,3.0,3.0,126.15,北京中融鼎新投资管理有限公司-中融鼎新-天平1号基金,1.0
