,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603025.SH,603025,大豪科技,IT设备,26.26,2.0,12.0,241.15,香港中央结算有限公司(陆股通),1.0
1,003026.SZ,003026,中晶科技,半导体,26.62,3.0,7.0,6.64,,0.0
2,001896.SZ,001896,豫能控股,火力发电,7.81,3.0,7.0,89.86,,0.0
3,688678.SH,688678,N福立旺,元器件,28.87,1.0,6.0,10.19,,0.0
4,600199.SH,600199,金种子酒,白酒,21.74,1.0,5.0,131.85,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司",2.0
5,605186.SH,605186,健麾信息,专用机械,22.5,2.0,5.0,7.65,,0.0
6,600121.SH,600121,郑州煤电,煤炭开采,6.44,3.0,4.0,78.47,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
7,605500.SH,605500,森林包装,造纸,24.59,1.0,4.0,12.29,,0.0
8,000899.SZ,000899,赣能股份,火力发电,6.0,2.0,3.0,58.54,,0.0
9,600292.SH,600292,远达环保,环境保护,7.03,3.0,3.0,54.89,中央汇金资产管理有限责任公司,1.0
10,603110.SH,603110,东方材料,染料涂料,26.26,3.0,3.0,37.74,,0.0
11,600059.SH,600059,古越龙山,红黄酒,16.7,2.0,3.0,135.02,"中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国对外经济贸易信托有限公司-外贸信托-中欧瑞博成长智投证券投资集合资金信托计划
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
中央汇金资产管理有限责任公司
中国对外经济贸易信托有限公司-外贸信托·锐进16期中欧瑞博证券投资集合资金信托计划
招商银行股份有限公司-富兰克林国海基本面优选混合型证券投资基金",6.0
12,000713.SZ,000713,丰乐种业,种植业,15.32,3.0,3.0,61.16,,0.0
13,002363.SZ,002363,隆基机械,汽车配件,7.24,2.0,2.0,30.1,五矿国际信托有限公司,1.0
14,600573.SH,600573,惠泉啤酒,啤酒,13.5,2.0,2.0,33.75,"上海昀启投资有限公司-昀启投资-私募学院菁英69号基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
15,002564.SZ,002564,天沃科技,建筑工程,3.7,2.0,2.0,32.13,"中国对外经济贸易信托有限公司-外贸信托-汇沣12号结构化证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划",5.0
16,600616.SH,600616,金枫酒业,红黄酒,12.6,2.0,2.0,84.29,,0.0
17,600686.SH,600686,金龙汽车,汽车整车,9.64,2.0,2.0,58.49,华润深国投信托有限公司-泽熙1期单一资金信托,1.0
18,002245.SZ,002245,蔚蓝锂芯,仓储物流,12.89,2.0,2.0,117.79,,0.0
19,600460.SH,600460,士兰微,半导体,23.78,2.0,2.0,312.01,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金",5.0
20,601579.SH,601579,会稽山,红黄酒,15.27,2.0,2.0,75.95,"上海大丰资产管理有限公司
浙商金汇信托股份有限公司-浙金·汇利36号证券投资集合资金信托计划",2.0
21,002646.SZ,002646,青青稞酒,白酒,25.41,2.0,2.0,114.3,"南方基金-农业银行-南方中证金融资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
华夏基金-农业银行-华夏中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",8.0
22,603069.SH,603069,海汽集团,公路,24.32,2.0,2.0,76.85,浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金,1.0
23,000798.SZ,000798,中水渔业,渔业,12.19,2.0,2.0,38.93,,0.0
24,000821.SZ,000821,京山轻机,轻工机械,9.15,2.0,2.0,41.82,"天风证券-光大银行-证券行业支持民企发展系列之天风证券1号集合资产管理计划
京山京源-华创证券-19京源E1担保及信托财产专户",2.0
25,000521.SZ,000521,长虹美菱,家用电器,5.09,2.0,2.0,44.41,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)",2.0
26,688510.SH,688510,航亚科技,航空,42.91,1.0,1.0,21.22,,0.0
27,600300.SH,600300,维维股份,软饮料,5.09,1.0,1.0,85.1,,0.0
28,600397.SH,600397,安源煤业,煤炭开采,3.42,1.0,1.0,33.86,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
29,600316.SH,600316,洪都航空,航空,45.22,1.0,1.0,324.28,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
深圳市和沣资产管理有限公司-和沣远景私募证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
深圳市和沣资产管理有限公司-和沣融慧私募基金",8.0
30,688598.SH,688598,金博股份,矿物制品,166.0,1.0,1.0,31.79,"招商银行股份有限公司-景顺长城成长领航混合型证券投资基金
深圳市明达资产管理有限公司-明达12期私募投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
招商银行股份有限公司-富国科创板两年定期开放混合型证券投资基金
中国对外经济贸易信托有限公司-明达7期证券投资集合资金信托计划
上海浦东发展银行股份有限公司-景顺长城电子信息产业股票型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",8.0
31,600125.SH,600125,铁龙物流,铁路,5.61,1.0,1.0,73.24,"基本养老保险基金一三零一组合
香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",5.0
