,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002471.SZ,002471,中超控股,电气设备,2.67,0.0,1.0,33.77,深圳市鑫腾华资产管理有限公司,1.0
1,000558.SZ,000558,莱茵体育,文教休闲,3.21,1.0,1.0,41.36,,0.0
2,300217.SZ,300217,东方电热,电器仪表,3.22,0.0,2.0,28.31,中央汇金资产管理有限责任公司,1.0
3,600166.SH,600166,福田汽车,汽车整车,3.22,0.0,1.0,211.72,中央汇金资产管理有限责任公司,1.0
4,000413.SZ,000413,东旭光电,元器件,3.52,0.0,1.0,171.22,"中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",2.0
5,002622.SZ,002622,融钰集团,综合类,3.85,0.0,1.0,32.34,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划
创隆资产管理有限公司",2.0
6,300269.SZ,300269,联建光电,半导体,3.97,0.0,1.0,16.73,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划,1.0
7,000937.SZ,000937,冀中能源,煤炭开采,3.99,0.0,1.0,115.97,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
8,300157.SZ,300157,恒泰艾普,石油开采,4.66,1.0,2.0,32.95,,0.0
9,600722.SH,600722,金牛化工,化工原料,5.02,0.0,1.0,34.15,,0.0
10,002662.SZ,002662,京威股份,汽车配件,5.05,0.0,2.0,75.75,,0.0
11,002510.SZ,002510,天汽模,汽车配件,5.42,0.0,1.0,41.26,"中央汇金资产管理有限责任公司
招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金",2.0
12,300021.SZ,300021,大禹节水,农业综合,5.6,0.0,1.0,36.31,中信建投基金-广发银行-方信1号资产管理计划,1.0
13,300350.SZ,300350,华鹏飞,仓储物流,5.78,0.0,3.0,17.79,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)",2.0
14,600313.SH,600313,农发种业,种植业,5.84,0.0,1.0,59.53,现代种业发展基金有限公司,1.0
15,300189.SZ,300189,神农科技,种植业,5.97,0.0,1.0,57.49,湖南省财信产业基金管理有限公司,1.0
16,002506.SZ,002506,协鑫集成,电气设备,5.98,0.0,1.0,303.42,"香港中央结算有限公司(陆股通)
天津融境股权投资基金中心(有限合伙)
长城(德阳)超日项目基金合伙企业(有限合伙)",3.0
17,002108.SZ,002108,沧州明珠,塑料,6.09,0.0,3.0,86.35,"中央汇金资产管理有限责任公司
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
深圳福星资本管理有限公司-福星高照1号私募投资基金",3.0
18,002177.SZ,002177,御银股份,IT设备,6.4,0.0,2.0,48.72,中央汇金资产管理有限责任公司,1.0
19,300312.SZ,300312,邦讯技术,通信设备,6.44,0.0,1.0,12.98,基本养老保险基金一三零一组合,1.0
20,002027.SZ,002027,分众传媒,影视音像,6.61,1.0,1.0,970.21,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",2.0
21,600770.SH,600770,综艺股份,综合类,7.02,0.0,1.0,91.26,"易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
22,002386.SZ,002386,天原集团,化工原料,7.05,3.0,1.0,55.03,"中国东方资产管理股份有限公司
中央汇金资产管理有限责任公司",2.0
23,300278.SZ,300278,华昌达,专用机械,7.06,0.0,2.0,21.31,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托",2.0
24,002488.SZ,002488,金固股份,汽车配件,7.12,0.0,2.0,58.69,"杭州东方嘉富资产管理有限公司-东方嘉富-兴瑞1号专项私募基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
天弘基金-宁波银行-天津信托-天津信托-弘盈3号集合资金信托计划
金元顺安基金-宁波银行-杭州乾瞳投资管理合伙企业(有限合伙)",4.0
25,600496.SH,600496,精工钢构,钢加工,7.24,0.0,1.0,109.36,"中央汇金资产管理有限责任公司
全国社保基金六零三组合
中国建设银行-上投摩根阿尔法股票型证券投资基金
交通银行-中海优质成长证券投资基金
中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划",6.0
26,605333.SH,605333,N沪光,汽车配件,7.63,0.0,1.0,3.06,,0.0
27,002708.SZ,002708,光洋股份,汽车配件,7.65,0.0,1.0,30.09,,0.0
28,601717.SH,601717,郑煤机,汽车配件,7.67,0.0,1.0,114.22,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
百瑞信托有限责任公司
河南资产管理有限公司",5.0
29,002283.SZ,002283,天润工业,汽车配件,7.79,1.0,1.0,74.6,,0.0
30,000626.SZ,000626,远大控股,商贸代理,8.1,1.0,1.0,37.58,,0.0
31,600151.SH,600151,航天机电,汽车配件,8.45,0.0,1.0,121.19,"中央汇金资产管理有限责任公司
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金",3.0
32,002054.SZ,002054,德美化工,化工原料,8.45,0.0,1.0,26.25,中央汇金资产管理有限责任公司,1.0
33,002570.SZ,002570,贝因美,乳制品,8.86,0.0,1.0,90.59,长城(德阳)长弘投资基金合伙企业(有限合伙),1.0
34,600251.SH,600251,冠农股份,农业综合,8.88,0.0,1.0,69.16,"中央汇金资产管理有限责任公司
新疆铁门关市金汇源资产管理有限公司
深圳抱朴容易资产管理有限公司-抱朴容易3号私募证券投资基金",3.0
35,002288.SZ,002288,超华科技,元器件,9.46,0.0,2.0,75.71,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
36,601611.SH,601611,中国核建,建筑工程,9.61,0.0,1.0,252.26,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国信达资产管理股份有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
37,603758.SH,603758,秦安股份,汽车配件,9.7,0.0,1.0,42.56,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
38,002424.SZ,002424,贵州百灵,中成药,10.1,0.0,1.0,73.51,"中央汇金资产管理有限责任公司
申万宏源证券-证券行业支持民企发展之申万宏源2号单一资产管理计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华创证券有限责任公司支持民企发展14号单一资产管理计划
华创证券-工商银行-华创证券有限责任公司支持民企发展1号集合资产管理计划",6.0
39,002651.SZ,002651,利君股份,专用机械,10.23,0.0,1.0,53.93,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
40,002451.SZ,002451,摩恩电气,电气设备,10.45,0.0,3.0,44.23,上海丰煜投资有限公司-丰煜稳盈7号私募投资基金,1.0
41,002585.SZ,002585,双星新材,塑料,10.47,0.0,1.0,92.11,"中央汇金资产管理有限责任公司
皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金
鹏华基金-招商银行-中山证券有限责任公司",3.0
42,603838.SH,603838,四通股份,陶瓷,10.47,0.0,1.0,27.92,,0.0
43,300225.SZ,300225,金力泰,染料涂料,10.81,1.0,2.0,50.51,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
上海方圆达创投资合伙企业(有限合伙)-方圆-东方15号私募投资基金
宁夏华锦资产管理有限公司",4.0
44,603959.SH,603959,百利科技,建筑工程,10.95,0.0,2.0,48.07,"香港中央结算有限公司(陆股通)
国通信托有限责任公司-国通信托·百华1号证券投资单一资金信托
上海淮矿资产管理有限公司
陕西金资基金管理有限公司-陕西铜川金锂产业发展基金(有限合伙)
盈科创新资产管理有限公司
吉林成朴丰祥股权投资基金合伙企业(有限合伙)
吉林雨田股权投资基金合伙企业(有限合伙)",7.0
