,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300339.SZ,300339,润和软件,软件服务,128.51,6.45,324.01
1,600238.SH,600238,海南椰岛,红黄酒,44.87,4.42,127.58
2,300079.SZ,300079,数码视讯,通信设备,50.26,4.13,109.06
3,300608.SZ,300608,思特奇,软件服务,103.36,3.95,31.61
4,300077.SZ,300077,国民技术,半导体,45.05,3.93,81.43
5,300264.SZ,300264,佳创视讯,通信设备,70.33,3.85,27.96
6,605339.SH,605339,南侨食品,食品,3.59,3.84,31.36
7,300663.SZ,300663,科蓝软件,软件服务,74.7,3.41,93.68
8,002346.SZ,002346,柘中股份,电气设备,70.53,3.25,77.19
9,002280.SZ,002280,联络互动,软件服务,3.61,3.13,96.17
10,003032.SZ,003032,传智教育,文教休闲,79.78,3.09,14.03
11,002667.SZ,002667,鞍重股份,工程机械,7.81,3.02,38.58
12,603876.SH,603876,鼎胜新材,铝,38.98,2.98,96.79
13,300268.SZ,300268,佳沃股份,农业综合,6.1,2.96,23.28
14,002679.SZ,002679,福建金森,林业,-3.69,2.86,46.14
15,300287.SZ,300287,飞利信,软件服务,72.97,2.86,76.47
16,600704.SH,600704,物产中大,商贸代理,23.77,2.74,421.68
17,300076.SZ,300076,GQY视讯,IT设备,59.56,2.73,27.76
18,000995.SZ,000995,皇台酒业,白酒,7.54,2.72,53.65
19,605186.SH,605186,健麾信息,医疗保健,2.96,2.72,10.54
20,603069.SH,603069,海汽集团,公路,60.47,2.68,85.95
21,300035.SZ,300035,中科电气,电气设备,11.73,2.67,100.59
22,002617.SZ,002617,露笑科技,电气设备,19.18,2.59,149.69
23,300220.SZ,300220,金运激光,元器件,43.15,2.55,26.69
24,600963.SH,600963,岳阳林纸,造纸,2.51,2.54,169.31
25,300831.SZ,300831,派瑞股份,元器件,22.69,2.53,29.83
26,603787.SH,603787,新日股份,摩托车,9.82,2.52,57.96
27,300598.SZ,300598,诚迈科技,软件服务,42.87,2.5,134.61
28,002201.SZ,002201,九鼎新材,玻璃,30.07,2.49,66.39
29,002622.SZ,002622,融钰集团,综合类,-6.69,2.49,40.99
30,600753.SH,600753,东方银星,商贸代理,1.14,2.48,76.02
31,600327.SH,600327,大东方,汽车服务,-8.47,2.48,60.25
