,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1206,002750.SZ,龙津药业,中成药,8.0,22.0,4.986,9.9929,616591.482
637,002175.SZ,东方网络,电器仪表,7.0,7.0,10.054,10.0313,420787.7386
1757,300370.SZ,安控科技,电器仪表,6.0,12.0,5.764,9.9237,411240.865
817,002356.SZ,赫美集团,其他商业,6.0,8.0,7.777,10.0483,546992.6789
3467,603729.SH,龙韵股份,广告包装,4.0,8.0,5.934,10.0128,240998.716
1264,002813.SZ,路畅科技,汽车配件,3.0,6.0,6.09,9.9971,112230.0
3256,603222.SH,济民制药,化学制药,3.0,4.0,8.396,10.0243,723520.0
1309,002862.SZ,实丰文化,文教休闲,3.0,8.0,4.821,10.013,105102.68
1027,002567.SZ,唐人神,饲料,3.0,7.0,6.398,9.9828,967706.8922
1219,002765.SZ,蓝黛传动,汽车配件,3.0,3.0,10.014,10.0338,248776.3
1528,300139.SZ,晓程科技,元器件,3.0,6.0,6.358,9.9907,252556.2046
1583,300195.SZ,长荣股份,轻工机械,2.0,6.0,4.665,10.0262,381894.5204
562,002100.SZ,天康生物,饲料,2.0,3.0,7.133,9.9878,869954.7231
703,002241.SZ,歌尔股份,元器件,2.0,2.0,9.995,9.99,2999647.1435
2188,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
539,002077.SZ,大港股份,区域地产,2.0,6.0,5.427,9.9828,339766.4774
1900,300514.SZ,友讯达,通信设备,2.0,6.0,5.549,9.9872,155169.76
2924,600975.SH,新五丰,农业综合,2.0,3.0,8.753,10.0,646148.8282
2243,600131.SH,岷江水电,水力发电,2.0,17.0,8.085,10.0,937207.8824
2840,600836.SH,界龙实业,广告包装,2.0,7.0,4.974,9.9624,387710.5471
123,000530.SZ,大冷股份,机械基件,2.0,7.0,4.271,9.9174,318001.9238
3452,603707.SH,健友股份,化学制药,2.0,7.0,4.983,10.0,1001806.2912
261,000715.SZ,中兴商业,百货,2.0,3.0,7.372,9.9744,239566.4108
226,000670.SZ,盈方微,元器件,2.0,6.0,6.822,10.058,341181.809
1008,002548.SZ,金新农,饲料,2.0,3.0,6.981,10.0187,367260.9551
2289,600186.SH,莲花健康,食品,1.0,1.0,10.046,10.0457,255947.859
2360,600268.SH,国电南自,电气设备,1.0,1.0,10.0,10.0,342397.8279
2147,600018.SH,上港集团,港口,1.0,1.0,9.968,9.9684,16105703.8818
2172,600055.SH,万东医疗,医疗保健,1.0,1.0,10.016,10.0162,736591.663
2180,600063.SH,皖维高新,化纤,1.0,1.0,10.0,10.0,656730.09
2379,600290.SH,华仪电气,电气设备,1.0,1.0,9.943,9.9426,436944.5188
2198,600082.SH,海泰发展,园区开发,1.0,1.0,10.103,10.1031,338477.0759
2374,600284.SH,浦东建设,建筑施工,1.0,1.0,9.92,9.92,666565.872
2203,600088.SH,中视传媒,影视音像,1.0,7.0,5.203,10.0,621217.3968
2204,600089.SH,特变电工,电气设备,1.0,1.0,10.026,10.0257,3179451.7474
2225,600112.SH,天成控股,电气设备,1.0,1.0,10.086,10.0858,261222.086
2341,600243.SH,青海华鼎,机床制造,1.0,1.0,10.041,10.041,235662.45
2331,600233.SH,圆通速递,仓储物流,1.0,1.0,10.016,10.0162,1066947.0458
2325,600227.SH,圣济堂,农药化肥,1.0,1.0,10.086,10.0865,475743.1228
2247,600136.SH,当代明诚,影视音像,1.0,8.0,4.409,10.0176,561617.7454
2293,600190.SH,锦州港,港口,1.0,1.0,9.876,9.8765,633496.4927
2261,600155.SH,华创阳安,证券,1.0,1.0,9.99,9.9903,1279426.6469
2266,600160.SH,巨化股份,化工原料,1.0,1.0,9.96,9.9602,2201171.8072
2139,600008.SH,首创股份,环境保护,1.0,1.0,9.949,9.949,2077684.6874
2272,600167.SH,联美控股,供气供热,1.0,1.0,9.974,9.9744,1060113.4705
