,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,002390.SZ,002390,信邦制药,中成药,-4.18,10.0855,6.44
1,300194.SZ,300194,福安药业,化学制药,8.15,10.0432,10.19
2,002565.SZ,002565,顺灏股份,造纸,3.64,10.0251,21.95
3,002118.SZ,002118,紫鑫药业,中成药,-6.97,10.014,15.71
4,603998.SH,603998,方盛制药,中成药,6.42,10.0,15.07
5,000766.SZ,000766,通化金马,中成药,-5.68,8.3654,11.27
6,600356.SH,600356,恒丰纸业,造纸,5.32,5.9284,9.47
7,300267.SZ,300267,尔康制药,化学制药,4.85,5.5409,8.0
8,002750.SZ,002750,龙津药业,中成药,-8.2,5.3242,19.98
9,600203.SH,600203,福日电子,元器件,-12.31,4.0816,8.16
10,000990.SZ,000990,诚志股份,化工原料,-3.53,3.8662,29.82
11,601515.SH,601515,东风股份,广告包装,2.03,3.8174,13.87
12,300110.SZ,300110,华仁药业,化学制药,-5.87,3.6506,7.95
13,000837.SZ,000837,秦川机床,机床制造,1.05,3.0088,5.82
14,603896.SH,603896,寿仙谷,中成药,-1.51,2.974,41.55
15,600800.SH,600800,天津磁卡,综合类,-1.82,2.8217,9.11
16,000813.SZ,000813,德展健康,化学制药,-2.27,2.7712,12.98
17,600664.SH,600664,哈药股份,化学制药,-2.69,2.7027,6.08
18,600096.SH,600096,云天化,农药化肥,-2.14,2.0243,7.56
19,600572.SH,600572,康恩贝,中成药,-3.1,1.8,10.18
20,600156.SH,600156,华升股份,纺织,1.34,1.5896,7.03
21,600108.SH,600108,亚盛集团,农业综合,-1.07,1.3193,3.84
22,600232.SH,600232,金鹰股份,纺织,-1.67,1.2312,7.4
23,603716.SH,603716,塞力斯,医药商业,-3.6,1.1924,24.61
24,002923.SZ,002923,润都股份,化学制药,-3.56,1.154,28.05
25,300482.SZ,300482,万孚生物,生物制药,-1.75,1.0234,34.55
26,600177.SH,600177,雅戈尔,服饰,1.85,0.7535,9.36
27,000806.SZ,000806,ST银河,生物制药,-2.62,0.6186,4.88
28,000677.SZ,000677,恒天海龙,化纤,-1.78,0.4773,4.21
