,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,000796.SZ,凯撒旅业,旅游服务,9.9617,11.48,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
1,300620.SZ,光库科技,元器件,9.9957,51.28,
2,300839.SZ,博汇股份,石油加工,9.9957,25.75,
3,600211.SH,西藏药业,中成药,9.9969,70.09,
4,000799.SZ,酒鬼酒,白酒,9.9987,84.16,"国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)"
5,603906.SH,龙蟠科技,化工原料,10.0,17.16,
6,600859.SH,王府井,百货,10.0066,49.69,"北京京国瑞国企改革发展基金(有限合伙)
中央汇金资产管理有限责任公司
挪威中央银行-自有资金"
7,000501.SZ,鄂武商A,百货,10.0128,17.25,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中央汇金资产管理有限责任公司"
8,300334.SZ,津膜科技,专用机械,10.0251,8.78,中央汇金资产管理有限责任公司
9,600606.SH,绿地控股,全国地产,10.0324,6.8,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
全国社保基金四一二组合"
10,002577.SZ,雷柏科技,IT设备,10.0372,14.8,香港中央结算有限公司(陆股通)
11,600559.SH,老白干酒,白酒,10.0386,14.25,"北京航天产业投资基金(有限合伙)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划"
