,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_AMPLITUDE,COL_FLOAT_HOLDERS
0,600220.SH,600220,江苏阳光,纺织,2.68,True,25.233644859813076,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
1,000592.SZ,000592,平潭发展,林业,2.86,True,27.67857142857142,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
深圳平安大华汇通财富-平安银行-中融国际信托-中融-盈源11号证券投资集合资金信托计划"
2,000753.SZ,000753,漳州发展,汽车服务,2.87,True,12.54901960784316,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
3,002431.SZ,002431,棕榈股份,建筑工程,2.97,True,22.222222222222232,中央汇金资产管理有限责任公司
4,002141.SZ,002141,贤丰控股,元器件,3.5,True,20.274914089347075,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划"
5,600824.SH,600824,益民集团,百货,3.53,True,17.666666666666654,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
6,002392.SZ,002392,北京利尔,其他建材,4.06,True,19.061583577712593,
7,000797.SZ,000797,中国武夷,全国地产,4.11,True,24.54545454545456,"华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
平安信托有限责任公司-投资精英之淡水泉"
8,300278.SZ,300278,华昌达,专用机械,4.33,True,26.97947214076246,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托"
9,300163.SZ,300163,先锋新材,其他建材,4.36,True,28.9940828402367,
10,600576.SH,600576,祥源文化,影视音像,4.37,True,24.501424501424516,
11,600193.SH,600193,ST创兴,装修装饰,4.41,True,29.70588235294118,
12,600248.SH,600248,延长化建,建筑工程,4.57,True,20.26315789473685,"武汉毕派克时代创业投资基金合伙企业(有限合伙)
武汉中派克恒业创业投资基金合伙企业(有限合伙)"
13,000607.SZ,000607,华媒控股,广告包装,4.79,True,19.45137157107233,
14,000973.SZ,000973,佛塑科技,塑料,4.96,True,18.944844124700232,中央汇金资产管理有限责任公司
15,600151.SH,600151,航天机电,汽车配件,5.25,True,26.506024096385538,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
16,000006.SZ,000006,深振业A,区域地产,5.3,True,19.63882618510158,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
17,002181.SZ,002181,粤传媒,出版业,5.43,True,22.02247191011235,
18,002485.SZ,002485,希努尔,服饰,5.49,True,12.962962962962955,"中国金谷国际信托有限责任公司-金谷·信惠51号证券投资集合资金信托计划
中国金谷国际信托有限责任公司-金谷·信盈6号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华升53号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏71号集合资金信托计划
中国金谷国际信托有限责任公司-金谷·信惠37号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏79号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华升85号集合资金信托计划"
19,000417.SZ,000417,合肥百货,百货,5.5,True,24.434389140271495,"上海喜世润投资管理有限公司-盈升金衍同丰6号私募投资基金
中央汇金资产管理有限责任公司"
20,601801.SH,601801,皖新传媒,出版业,5.58,True,20.779220779220786,"新华集团-国泰君安-16皖新EB担保及信托财产专户
安徽安元投资基金有限公司
中央汇金资产管理有限责任公司
鹏华资产-平安银行-华宝信托-华宝-银河15号集合资金信托计划
海南首泰融信股权投资基金合伙企业(有限合伙)"
21,002226.SZ,002226,江南化工,化工原料,5.59,True,20.99567099567099,"香港中央结算有限公司(陆股通)
兴业全球基金-上海银行-浙江中升港通贸易有限公司"
22,603889.SH,603889,新澳股份,纺织,5.62,True,18.31578947368422,长春嘉信股权投资基金管理有限公司-嘉信六合策略精选3号
23,300006.SZ,300006,莱美药业,化学制药,5.72,True,25.438596491228083,中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
24,601636.SH,601636,旗滨集团,玻璃,5.94,True,29.694323144104807,"香港中央结算有限公司(陆股通)
全国社保基金四一八组合
中信证券股份有限公司-社保基金1106组合
中信证券-中信银行-中信证券卓越成长股票集合资产管理计划
全国社保基金一一四组合
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
基本养老保险基金三一零组合
中信证券-中信银行-中信证券卓越成长股票集合资产管理计划"
25,000813.SZ,000813,德展健康,化学制药,6.12,True,21.42857142857142,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
