,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688356.SH,688356,键凯科技,化学制药,106.89,1.0,1.0,23.0,14.58,,0.0
1,300313.SZ,300313,天山生物,农业综合,16.08,7.0,3.0,11.0,29.61,,0.0
2,605333.SH,605333,沪光股份,汽车配件,14.87,8.0,3.0,11.0,5.96,,0.0
3,002993.SZ,002993,奥海科技,元器件,78.36,8.0,2.0,11.0,35.42,,0.0
4,603931.SH,603931,格林达,化工原料,54.56,7.0,3.0,10.0,13.89,,0.0
5,605008.SH,605008,长鸿高科,塑料,18.53,4.0,2.0,7.0,8.52,,0.0
6,605255.SH,605255,N天普,汽车配件,22.06,3.0,3.0,6.0,7.39,,0.0
7,605123.SH,605123,N派克,钢加工,52.86,3.0,3.0,6.0,14.27,,0.0
8,300106.SZ,300106,西部牧业,农业综合,13.5,3.0,2.0,5.0,28.53,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托",2.0
9,600823.SH,600823,世茂股份,全国地产,7.1,4.0,2.0,4.0,266.33,"银华基金-农业银行-银华中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",13.0
10,300152.SZ,300152,科融环境,环境保护,4.55,2.0,2.0,4.0,32.42,北京龙杉伟业资本投资有限公司-龙杉稳健成长私募证券投资基金,1.0
11,300187.SZ,300187,永清环保,环境保护,8.64,2.0,2.0,4.0,54.78,中央汇金资产管理有限责任公司,1.0
12,300176.SZ,300176,派生科技,汽车配件,9.71,2.0,2.0,4.0,36.43,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣83号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·聚宝盆26号证券投资集合资金信托计划",2.0
13,300172.SZ,300172,中电环保,环境保护,8.42,2.0,2.0,4.0,31.66,中央汇金资产管理有限责任公司,1.0
14,300791.SZ,300791,仙乐健康,医疗保健,115.92,2.0,2.0,3.0,34.78,"中国银行-易方达策略成长二号混合型证券投资基金
中国银行-易方达策略成长证券投资基金",2.0
15,600983.SH,600983,惠而浦,家用电器,7.66,3.0,3.0,3.0,40.81,"中央汇金资产管理有限责任公司
浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金",2.0
16,300461.SZ,300461,田中精机,专用机械,25.25,2.0,1.0,3.0,17.64,"上海逐熹投资管理有限公司-逐熹2号证券投资基金
上海逐熹投资管理有限公司-逐熹3号私募投资基金
上海逐熹投资管理有限公司-逐熹5号私募投资基金",3.0
17,300376.SZ,300376,易事特,电气设备,6.44,1.0,1.0,2.0,148.65,"哈尔滨融顺资产管理有限责任公司
民生加银基金-平安银行-方正东亚信托有限责任公司
创金合信基金-招商银行-广东华兴银行股份有限公司
华融证券-平安银行-华融股票宝21号集合资产管理计划",4.0
18,300210.SZ,300210,森远股份,专用机械,5.38,1.0,1.0,2.0,20.99,中央汇金资产管理有限责任公司,1.0
19,300293.SZ,300293,蓝英装备,专用机械,24.0,1.0,1.0,2.0,64.8,"滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
财通基金-湖南轻盐创业投资管理有限公司-财通基金安吉83号单一资产管理计划
滨海天地(天津)投资管理有限公司-滨海叶盛1号契约型私募投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金",4.0
20,300317.SZ,300317,珈伟新能,半导体,4.91,2.0,1.0,2.0,37.29,香港中央结算有限公司(陆股通),1.0
21,300222.SZ,300222,科大智能,电气设备,14.56,4.0,1.0,2.0,79.13,,0.0
22,000590.SZ,000590,启迪古汉,中成药,12.57,2.0,2.0,2.0,30.09,,0.0
23,300304.SZ,300304,云意电气,汽车配件,5.68,1.0,1.0,2.0,47.93,中央汇金资产管理有限责任公司,1.0
24,300217.SZ,300217,东方电热,电器仪表,3.67,3.0,1.0,2.0,32.27,中央汇金资产管理有限责任公司,1.0
25,300100.SZ,300100,双林股份,汽车服务,7.61,1.0,1.0,2.0,29.0,,0.0
26,000755.SZ,000755,山西路桥,公路,4.28,2.0,2.0,2.0,20.08,珠海中投知本汇资产管理有限公司-珠海中投知本汇1号股票精选基金,1.0
27,300375.SZ,300375,鹏翎股份,汽车配件,5.46,1.0,1.0,2.0,23.9,渤海国际信托股份有限公司-渤海信托·恒利丰221号集合资金信托计划,1.0
28,300160.SZ,300160,秀强股份,玻璃,8.51,1.0,1.0,2.0,49.62,浙江九章资产管理有限公司-九章幻方青溪3号私募基金,1.0
29,300555.SZ,300555,路通视信,通信设备,11.34,1.0,1.0,2.0,19.72,,0.0
30,300332.SZ,300332,天壕环境,环境保护,5.82,1.0,1.0,1.0,48.48,,0.0
31,300325.SZ,300325,德威新材,塑料,3.48,1.0,1.0,1.0,34.68,深圳市皓景资产管理有限公司,1.0
32,300320.SZ,300320,海达股份,橡胶,6.92,1.0,1.0,1.0,32.11,"中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
财通证券资管-宁波银行-财通证券资管通鼎16号集合资产管理计划",2.0
33,002991.SZ,002991,甘源食品,食品,138.67,7.0,1.0,1.0,32.32,,0.0
34,300337.SZ,300337,银邦股份,铝,5.0,1.0,1.0,1.0,35.42,,0.0
35,300129.SZ,300129,泰胜风能,电气设备,5.59,1.0,1.0,1.0,31.6,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中央汇金资产管理有限责任公司",2.0
36,300256.SZ,300256,星星科技,元器件,8.4,2.0,1.0,1.0,68.77,"中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金
中央汇金资产管理有限责任公司",2.0
37,300230.SZ,300230,永利股份,塑料,6.18,1.0,1.0,1.0,34.29,"天风证券-光大银行-天风证券天旭1号集合资产管理计划
中央汇金资产管理有限责任公司",2.0
38,300153.SZ,300153,科泰电源,电气设备,6.57,1.0,1.0,1.0,20.85,中央汇金资产管理有限责任公司,1.0
39,300221.SZ,300221,银禧科技,塑料,6.51,1.0,1.0,1.0,27.5,,0.0
40,300107.SZ,300107,建新股份,化工原料,6.92,1.0,1.0,1.0,23.18,中央汇金资产管理有限责任公司,1.0
41,300120.SZ,300120,经纬辉开,元器件,18.3,5.0,1.0,1.0,43.36,"银华基金-农业银行-银华中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",11.0
42,300228.SZ,300228,富瑞特装,化工机械,6.08,2.0,1.0,1.0,25.54,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,1.0
43,300459.SZ,300459,金科文化,互联网,3.92,2.0,1.0,1.0,88.98,"中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金",3.0
44,300382.SZ,300382,斯莱克,专用机械,8.83,1.0,1.0,1.0,49.84,"兴业国际信托有限公司-兴业信托-斯莱克2号员工持股集合资金信托计划
中央汇金资产管理有限责任公司
深圳市恒泰华盛资产管理有限公司-盛世37号私募基金",3.0
45,600303.SH,600303,曙光股份,汽车整车,4.0,1.0,1.0,1.0,27.02,"长信基金-宁波银行-辽宁曙光汽车集团股份有限公司
北京盛唐恒泰国际投资管理有限公司-盛唐星辰2号私募投资基金",2.0
46,688126.SH,688126,沪硅产业-U,半导体,45.6,1.0,1.0,1.0,205.12,,0.0
47,603980.SH,603980,吉华集团,染料涂料,7.65,1.0,1.0,1.0,53.55,,0.0
48,603966.SH,603966,法兰泰克,机械基件,17.87,1.0,1.0,1.0,37.49,,0.0
49,603877.SH,603877,太平鸟,服饰,25.6,3.0,1.0,1.0,122.04,香港中央结算有限公司(陆股通),1.0
50,603587.SH,603587,地素时尚,服饰,20.21,1.0,1.0,1.0,23.04,"招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金",7.0
51,603380.SH,603380,易德龙,元器件,21.44,1.0,1.0,1.0,34.3,永丰金资产管理(亚洲)有限公司-客户资金,1.0
52,603168.SH,603168,莎普爱思,化学制药,10.66,1.0,1.0,1.0,34.39,上海速硕投资管理有限公司-速硕新价值成长一期私募证券投资基金,1.0
